# x  y  u  v  psi  vort
    541.000000      1.000000     -0.248722      0.001903     -0.248904     -0.000375
    546.000000      1.000000     -0.257962      0.001798     -0.258153     -0.000393
    551.000000      1.000000     -0.266691      0.001698     -0.266892     -0.000410
    556.000000      1.000000     -0.274931      0.001603     -0.275141     -0.000428
    561.000000      1.000000     -0.282705      0.001511     -0.282924     -0.000445
    566.000000      1.000000     -0.290029      0.001423     -0.290257     -0.000462
    571.000000      1.000000     -0.296922      0.001338     -0.297159     -0.000479
    576.000000      1.000000     -0.303399      0.001256     -0.303644     -0.000496
    581.000000      1.000000     -0.309473      0.001177     -0.309727     -0.000512
    586.000000      1.000000     -0.315159      0.001101     -0.315421     -0.000529
    591.000000      1.000000     -0.320468      0.001027     -0.320738     -0.000545
    596.000000      1.000000     -0.325411      0.000954     -0.325690     -0.000562
    601.000000      1.000000     -0.329999      0.000884     -0.330286     -0.000578
    606.000000      1.000000     -0.334242      0.000816     -0.334537     -0.000595
    611.000000      1.000000     -0.338148      0.000750     -0.338452     -0.000611
    616.000000      1.000000     -0.341726      0.000685     -0.342038     -0.000628
    621.000000      1.000000     -0.344981      0.000621     -0.345302     -0.000645
    626.000000      1.000000     -0.347922      0.000559     -0.348251     -0.000663
    631.000000      1.000000     -0.350551      0.000497     -0.350888     -0.000680
    636.000000      1.000000     -0.352871      0.000435     -0.353218     -0.000698
    641.000000      1.000000     -0.354886      0.000374     -0.355241     -0.000717
    646.000000      1.000000     -0.356592      0.000312     -0.356957     -0.000736
    651.000000      1.000000     -0.357989      0.000250     -0.358362     -0.000755
    656.000000      1.000000     -0.359068      0.000186     -0.359452     -0.000775
    661.000000      1.000000     -0.359823      0.000120     -0.360216     -0.000796
    666.000000      1.000000     -0.360239      0.000050     -0.360643     -0.000818
    671.000000      1.000000     -0.360300     -0.000022     -0.360715     -0.000841
    676.000000      1.000000     -0.359985     -0.000100     -0.360411     -0.000864
    681.000000      1.000000     -0.359267     -0.000184     -0.359704     -0.000889
    686.000000      1.000000     -0.358113     -0.000275     -0.358562     -0.000915
    691.000000      1.000000     -0.356483     -0.000374     -0.356945     -0.000942
    696.000000      1.000000     -0.354333     -0.000483     -0.354808     -0.000970
    701.000000      1.000000     -0.351608     -0.000604     -0.352097     -0.001000
    706.000000      1.000000     -0.348246     -0.000738     -0.348748     -0.001031
    711.000000      1.000000     -0.344175     -0.000887     -0.344692     -0.001064
    716.000000      1.000000     -0.339314     -0.001054     -0.339848     -0.001098
    721.000000      1.000000     -0.333573     -0.001240     -0.334123     -0.001134
    726.000000      1.000000     -0.326850     -0.001447     -0.327416     -0.001172
    731.000000      1.000000     -0.319030     -0.001678     -0.319614     -0.001211
    736.000000      1.000000     -0.309987     -0.001936     -0.310590     -0.001253
    741.000000      1.000000     -0.299584     -0.002223     -0.300205     -0.001296
    746.000000      1.000000     -0.287665     -0.002542     -0.288307     -0.001341
    751.000000      1.000000     -0.274065     -0.002896     -0.274727     -0.001389
    756.000000      1.000000     -0.258598     -0.003289     -0.259282     -0.001438
    761.000000      1.000000     -0.241064     -0.003724     -0.241770     -0.001490
    766.000000      1.000000     -0.221240     -0.004205     -0.221969     -0.001543
    771.000000      1.000000     -0.198883     -0.004738     -0.199635     -0.001599
    776.000000      1.000000     -0.173723     -0.005328     -0.174498     -0.001658
    781.000000      1.000000     -0.145456     -0.005981     -0.146256     -0.001719
    786.000000      1.000000     -0.113744     -0.006708     -0.114568     -0.001782
    791.000000      1.000000     -0.078196     -0.007517     -0.079045     -0.001848
    796.000000      1.000000     -0.038364     -0.008425     -0.039238     -0.001918
    801.000000      1.000000      0.006283     -0.009448      0.005385     -0.001991
    806.000000      1.000000      0.056384     -0.010612      0.055463     -0.002068
    811.000000      1.000000      0.112723     -0.011951      0.111781     -0.002151
    816.000000      1.000000      0.176292     -0.013515      0.175331     -0.002238
    821.000000      1.000000      0.248377     -0.015376      0.247404     -0.002334
    826.000000      1.000000      0.330711     -0.017643      0.329735     -0.002438
    831.000000      1.000000      0.425725     -0.020495      0.424762     -0.002555
    836.000000      1.000000      0.537012     -0.024238      0.536096     -0.002689
    841.000000      1.000000      0.670271     -0.029457      0.669470     -0.002847
    846.000000      1.000000      0.835386     -0.037331      0.834873     -0.002971

      1.000000      6.000000      0.999998      0.000014      5.999986     -0.000000
      6.000000      6.000000      0.999986      0.000014      5.999915     -0.000000
     11.000000      6.000000      0.999974      0.000015      5.999841     -0.000000
     16.000000      6.000000      0.999961      0.000016      5.999763     -0.000000
     21.000000      6.000000      0.999947      0.000018      5.999679     -0.000000
     26.000000      6.000000      0.999931      0.000020      5.999586     -0.000000
     31.000000      6.000000      0.999914      0.000022      5.999482     -0.000000
     36.000000      6.000000      0.999894      0.000025      5.999364     -0.000000
     41.000000      6.000000      0.999872      0.000029      5.999230     -0.000000
     46.000000      6.000000      0.999846      0.000033      5.999076     -0.000000
     51.000000      6.000000      0.999817      0.000038      5.998899     -0.000000
     56.000000      6.000000      0.999783      0.000044      5.998694     -0.000000
     61.000000      6.000000      0.999744      0.000051      5.998458     -0.000000
     66.000000      6.000000      0.999698      0.000059      5.998185     -0.000000
     71.000000      6.000000      0.999646      0.000068      5.997869     -0.000000
     76.000000      6.000000      0.999585      0.000078      5.997505     -0.000000
     81.000000      6.000000      0.999515      0.000090      5.997084     -0.000000
     86.000000      6.000000      0.999435      0.000104      5.996599     -0.000000
     91.000000      6.000000      0.999342      0.000120      5.996040     -0.000000
     96.000000      6.000000      0.999235      0.000138      5.995396     -0.000000
    101.000000      6.000000      0.999112      0.000158      5.994658     -0.000000
    106.000000      6.000000      0.998971      0.000181      5.993810     -0.000000
    111.000000      6.000000      0.998810      0.000208      5.992839     -0.000000
    116.000000      6.000000      0.998626      0.000237      5.991728     -0.000000
    121.000000      6.000000      0.998415      0.000271      5.990459     -0.000000
    126.000000      6.000000      0.998174      0.000309      5.989010     -0.000000
    131.000000      6.000000      0.997900      0.000352      5.987360     -0.000000
    136.000000      6.000000      0.997588      0.000400      5.985483     -0.000000
    141.000000      6.000000      0.997234      0.000454      5.983350     -0.000000
    146.000000      6.000000      0.996832      0.000515      5.980929     -0.000000
    151.000000      6.000000      0.996376      0.000584      5.978185     -0.000000
    156.000000      6.000000      0.995860      0.000660      5.975080     -0.000000
    161.000000      6.000000      0.995277      0.000746      5.971570     -0.000000
    166.000000      6.000000      0.994619      0.000842      5.967607     -0.000000
    171.000000      6.000000      0.993876      0.000948      5.963137     -0.000000
    176.000000      6.000000      0.993040      0.001068      5.958102     -0.000000
    181.000000      6.000000      0.992099      0.001201      5.952437     -0.000000
    186.000000      6.000000      0.991042      0.001349      5.946069     -0.000000
    191.000000      6.000000      0.989855      0.001514      5.938920     -0.000000
    196.000000      6.000000      0.988523      0.001698      5.930899     -0.000000
    201.000000      6.000000      0.987031      0.001902      5.921912     -0.000000
    206.000000      6.000000      0.985360      0.002128      5.911848     -0.000000
    211.000000      6.000000      0.983491      0.002380      5.900590     -0.000000
    216.000000      6.000000      0.981402      0.002659      5.888006     -0.000000
    221.000000      6.000000      0.979068      0.002969      5.873949     -0.000000
    226.000000      6.000000      0.976464      0.003313      5.858258     -0.000000
    231.000000      6.000000      0.973558      0.003695      5.840753     -0.000000
    236.000000      6.000000      0.970320      0.004119      5.821237     -0.000000
    241.000000      6.000000      0.966710      0.004589      5.799488     -0.000000
    246.000000      6.000000      0.962690      0.005112      5.775260     -0.000000
    251.000000      6.000000      0.958214      0.005692      5.748279     -0.000000
    256.000000      6.000000      0.953231      0.006336      5.718240     -0.000000
    261.000000      6.000000      0.947684      0.007053      5.684802     -0.000000
    266.000000      6.000000      0.941511      0.007850      5.647583     -0.000000
    271.000000      6.000000      0.934641      0.008739      5.606153     -0.000000
    276.000000      6.000000      0.926994      0.009730      5.560031     -0.000000
    281.000000      6.000000      0.918479      0.010836      5.508672     -0.000000
    286.000000      6.000000      0.908997      0.012072      5.451465     -0.000000
    291.000000      6.000000      0.898432      0.013456      5.387714     -0.000000
    296.000000      6.000000      0.886653      0.015008      5.316633     -0.000000
    301.000000      6.000000      0.873515      0.016750      5.237328     -0.000000
    306.000000      6.000000      0.858848      0.018709      5.148783     -0.000000
    311.000000      6.000000      0.842462      0.020916      5.049838     -0.000000
    316.000000      6.000000      0.824138      0.023403      4.939176     -0.000000
    321.000000      6.000000      0.803627      0.026212      4.815292     -0.000000
    326.000000      6.000000      0.780648      0.029384      4.676478     -0.000000
    331.000000      6.000000      0.754878      0.032968      4.520795     -0.000000
    336.000000      6.000000      0.725954      0.037014      4.346060     -0.000000
    341.000000      6.000000      0.693469      0.041574      4.149832     -0.000000
    346.000000      6.000000      0.656973      0.046694      3.929423     -0.000000
    351.000000      6.000000      0.615974      0.052412      3.681931     -0.000000
    356.000000      6.000000      0.569957      0.058740      3.404324     -0.000000
    361.000000      6.000000      0.518398      0.065655      3.093586     -0.000000
    366.000000      6.000000      0.460809      0.073071      2.746965     -0.000000
    371.000000      6.000000      0.396799      0.080812      2.362344     -0.000004
    376.000000      6.000000      0.326175      0.088527      1.938862     -0.000040
    381.000000      6.000000      0.249193      0.095342      1.478420     -0.000262
    386.000000      6.000000      0.167431      0.098554      0.990917     -0.001241
    391.000000      6.000000      0.086462      0.090669      0.510138     -0.004262
    396.000000      6.000000      0.021312      0.056975      0.125297     -0.010735
    451.000000      6.000000     -0.000185      0.002165     -0.001120      0.002090
    456.000000      6.000000     -0.005822      0.010885     -0.035269      0.001389
    461.000000      6.000000     -0.017338      0.016535     -0.105052      0.000789
    466.000000      6.000000     -0.032464      0.019794     -0.196797      0.000302
    471.000000      6.000000     -0.049492      0.021328     -0.300238     -0.000081
    476.000000      6.000000     -0.067244      0.021710     -0.408239     -0.000381
    481.000000      6.000000     -0.084963      0.021385     -0.516217     -0.000620
    486.000000      6.000000     -0.102210      0.020662     -0.621461     -0.000817
    491.000000      6.000000     -0.118753      0.019743     -0.722528     -0.000987
