# R =  7.00
# x  y  u  v  psi  vort
      1.000000      1.000000      0.999772      0.000228      0.999772      0.000000
     11.000000      1.000000      0.997488      0.000229      0.997488      0.000000
     21.000000      1.000000      0.995184      0.000232      0.995184      0.000000
     31.000000      1.000000      0.992839      0.000237      0.992839      0.000000
     41.000000      1.000000      0.990434      0.000244      0.990433      0.000000
     51.000000      1.000000      0.987948      0.000253      0.987948      0.000000
     61.000000      1.000000      0.985361      0.000265      0.985360      0.000000
     71.000000      1.000000      0.982649      0.000278      0.982648      0.000000
     81.000000      1.000000      0.979787      0.000294      0.979786      0.000000
     91.000000      1.000000      0.976751      0.000313      0.976750      0.000000
    101.000000      1.000000      0.973511      0.000335      0.973510      0.000000
    111.000000      1.000000      0.970035      0.000360      0.970034      0.000000
    121.000000      1.000000      0.966291      0.000389      0.966290      0.000000
    131.000000      1.000000      0.962238      0.000422      0.962237      0.000000
    141.000000      1.000000      0.957835      0.000460      0.957833      0.000000
    151.000000      1.000000      0.953031      0.000502      0.953029      0.000000
    161.000000      1.000000      0.947773      0.000551      0.947770      0.000000
    171.000000      1.000000      0.941996      0.000606      0.941993      0.000000
    181.000000      1.000000      0.935627      0.000669      0.935624      0.000000
    191.000000      1.000000      0.928583      0.000741      0.928579      0.000000
    201.000000      1.000000      0.920764      0.000824      0.920759      0.000000
    211.000000      1.000000      0.912054      0.000920      0.912049      0.000000
    221.000000      1.000000      0.902317      0.001030      0.902311      0.000000
    231.000000      1.000000      0.891388      0.001159      0.891382      0.000000
    241.000000      1.000000      0.879072      0.001309      0.879064      0.000000
    251.000000      1.000000      0.865130      0.001485      0.865121      0.000000
    261.000000      1.000000      0.849271      0.001693      0.849260      0.000000
    271.000000      1.000000      0.831139      0.001941      0.831125      0.000000
    281.000000      1.000000      0.810287      0.002239      0.810271      0.000000
    291.000000      1.000000      0.786158      0.002599      0.786138      0.000000
    301.000000      1.000000      0.758048      0.003039      0.758025      0.000000
    311.000000      1.000000      0.725065      0.003579      0.725035      0.000000
    321.000000      1.000000      0.686067      0.004247      0.686030      0.000000
    331.000000      1.000000      0.639610      0.005077      0.639564      0.000000
    341.000000      1.000000      0.583884      0.006107      0.583828      0.000000
    351.000000      1.000000      0.516713      0.007371      0.516644      0.000000
    361.000000      1.000000      0.435684      0.008875      0.435604      0.000000
    371.000000      1.000000      0.338625      0.010555      0.338539      0.000000
    381.000000      1.000000      0.224637      0.012209      0.224561     -0.000000
    391.000000      1.000000      0.095732      0.013428      0.095686     -0.000034
    451.000000      1.000000     -0.004384      0.007491     -0.004391      0.006151
    461.000000      1.000000     -0.179709      0.019077     -0.179871     -0.000420
    471.000000      1.000000     -0.363102      0.017409     -0.363421     -0.000863
    481.000000      1.000000     -0.524443      0.014799     -0.524935     -0.001266
    491.000000      1.000000     -0.658057      0.011975     -0.658728     -0.001614
    501.000000      1.000000     -0.764565      0.009432     -0.765404     -0.001910
    511.000000      1.000000     -0.847954      0.007359     -0.848943     -0.002161
    521.000000      1.000000     -0.913008      0.005750     -0.914127     -0.002379
    531.000000      1.000000     -0.963940      0.004514     -0.965171     -0.002572
    541.000000      1.000000     -1.003987      0.003555     -1.005318     -0.002748
    551.000000      1.000000     -1.035480      0.002789     -1.036901     -0.002913
    561.000000      1.000000     -1.060041      0.002159     -1.061546     -0.003070
    571.000000      1.000000     -1.078794      0.001621     -1.080379     -0.003223
    581.000000      1.000000     -1.092520      0.001149     -1.094182     -0.003373
    591.000000      1.000000     -1.101769      0.000723     -1.103507     -0.003522
    601.000000      1.000000     -1.106932      0.000330     -1.108746     -0.003672
