# Quartic Well - state n = 1
# Parity (even=+1, odd=-1) = -1
# gamma =   1.4142136E+00
# epsilon (numeric) =   2.3936440E+00
# Note: no analytic psi for quartic; psi_exact column is 0.0
# Xmax =   8.000000
# grid = 2001
# columns: xi   v(xi)   psi_num   psi_exact   psi_num^2   (psi_num-psi_exact)   step_err_psi
   -8.0000000000E+00    4.0960000000E+03    1.0142387050-105    0.0000000000E+00    1.0286801508-210    1.0142387050-105    0.0000000000E+00
   -7.8560000000E+00    3.8089555025E+03    3.6687085298-100    0.0000000000E+00    1.3459422277-199    3.6687085298-100    7.1367433927-102
   -7.8480000000E+00    3.7934640919E+03    7.3698680394-100    0.0000000000E+00    5.4314954919-199    7.3698680394-100    1.4264913640-101
   -7.8400000000E+00    3.7780199834E+03    1.4784019029E-99    0.0000000000E+00    2.1856721865-198    1.4784019029E-99    2.8472215570-101
   -7.8320000000E+00    3.7626230804E+03    2.9615032858E-99    0.0000000000E+00    8.7705017117-198    2.9615032858E-99    5.6748845535-101
   -7.8240000000E+00    3.7472732867E+03    5.9240598242E-99    0.0000000000E+00    3.5094484800-197    5.9240598242E-99    1.1294761124-100
   -7.8160000000E+00    3.7319705061E+03    1.1833542350E-98    0.0000000000E+00    1.4003272454-196    1.1833542350E-98    2.2448220612-100
   -7.8080000000E+00    3.7167146425E+03    2.3604718546E-98    0.0000000000E+00    5.5718273765-196    2.3604718546E-98    4.4552517124-100
   -7.8000000000E+00    3.7015056000E+03    4.7018872786E-98    0.0000000000E+00    2.2107743981-195    4.7018872786E-98    8.8297543835-100
   -7.7920000000E+00    3.6863432826E+03    9.3526683975E-98    0.0000000000E+00    8.7472406153-195    9.3526683975E-98    1.7474777480E-99
   -7.7840000000E+00    3.6712275945E+03    1.8577591240E-97    0.0000000000E+00    3.4512689630-194    1.8577591240E-97    3.4535197212E-99
   -7.7760000000E+00    3.6561584401E+03    3.6849739274E-97    0.0000000000E+00    1.3579032845-193    3.6849739274E-97    6.8155370411E-99
   -7.7680000000E+00    3.6411357236E+03    7.2991315853E-97    0.0000000000E+00    5.3277321899-193    7.2991315853E-97    1.3431566964E-98
   -7.7600000000E+00    3.6261593498E+03    1.4437777042E-96    0.0000000000E+00    2.0844940591-192    1.4437777042E-96    2.6432749439E-98
   -7.7520000000E+00    3.6112292230E+03    2.8518221665E-96    0.0000000000E+00    8.1328896695-192    2.8518221665E-96    5.1945467194E-98
   -7.7440000000E+00    3.5963452481E+03    5.6252020840E-96    0.0000000000E+00    3.1642898486-191    5.6252020840E-96    1.0193967283E-97
   -7.7360000000E+00    3.5815073297E+03    1.1080210327E-95    0.0000000000E+00    1.2277106089-190    1.1080210327E-95    1.9976972749E-97
   -7.7280000000E+00    3.5667153729E+03    2.1794789267E-95    0.0000000000E+00    4.7501283920-190    2.1794789267E-95    3.9093772718E-97
   -7.7200000000E+00    3.5519692826E+03    4.2810741144E-95    0.0000000000E+00    1.8327595573-189    4.2810741144E-95    7.6397220282E-97
   -7.7120000000E+00    3.5372689638E+03    8.3974771182E-95    0.0000000000E+00    7.0517621950-189    8.3974771182E-95    1.4908714531E-96
   -7.7040000000E+00    3.5226143218E+03    1.6449076880E-94    0.0000000000E+00    2.7057213021-188    1.6449076880E-94    2.9053343039E-96
   -7.6960000000E+00    3.5080052619E+03    3.2175955947E-94    0.0000000000E+00    1.0352921411-187    3.2175955947E-94    5.6538710347E-96
   -7.6880000000E+00    3.4934416894E+03    6.2852017426E-94    0.0000000000E+00    3.9503760946-187    6.2852017426E-94    1.0987279173E-95
   -7.6800000000E+00    3.4789235098E+03    1.2260422313E-93    0.0000000000E+00    1.5031795530-186    1.2260422313E-93    2.1322076595E-95
   -7.6720000000E+00    3.4644506287E+03    2.3883099616E-93    0.0000000000E+00    5.7040244729-186    2.3883099616E-93    4.1320400222E-95
   -7.6640000000E+00    3.4500229517E+03    4.6459615570E-93    0.0000000000E+00    2.1584958789-185    4.6459615570E-93    7.9964241665E-95
   -7.6560000000E+00    3.4356403847E+03    9.0252824930E-93    0.0000000000E+00    8.1455724078-185    9.0252824930E-93    1.5453398816E-94
   -7.6480000000E+00    3.4213028335E+03    1.7508416784E-92    0.0000000000E+00    3.0654465828-184    1.7508416784E-92    2.9822887617E-94
   -7.6400000000E+00    3.4070102042E+03    3.3918328136E-92    0.0000000000E+00    1.1504529835-183    3.3918328136E-92    5.7474269926E-94
   -7.6320000000E+00    3.3927624026E+03    6.5618167333E-92    0.0000000000E+00    4.3057438842-183    6.5618167333E-92    1.1061039166E-93
   -7.6240000000E+00    3.3785593351E+03    1.2676999229E-91    0.0000000000E+00    1.6070630945-182    1.2676999229E-91    2.1257769602E-93
   -7.6160000000E+00    3.3644009079E+03    2.4457504869E-91    0.0000000000E+00    5.9816954440-182    2.4457504869E-91    4.0798046023E-93
   -7.6080000000E+00    3.3502870274E+03    4.7120702955E-91    0.0000000000E+00    2.2203606469-181    4.7120702955E-91    7.8191858736E-93
   -7.6000000000E+00    3.3362176000E+03    9.0660040764E-91    0.0000000000E+00    8.2192429913-181    9.0660040764E-91    1.4965279072E-92
   -7.5920000000E+00    3.3221925323E+03    1.7419079713E-90    0.0000000000E+00    3.0342433804-180    1.7419079713E-90    2.8602883418E-92
   -7.5840000000E+00    3.3082117309E+03    3.3422602250E-90    0.0000000000E+00    1.1170703412-179    3.3422602250E-90    5.4593021194E-92
   -7.5760000000E+00    3.2942751026E+03    6.4041527553E-90    0.0000000000E+00    4.1013172513-179    6.4041527553E-90    1.0405605646E-91
   -7.5680000000E+00    3.2803825543E+03    1.2254344419E-89    0.0000000000E+00    1.5016895714-178    1.2254344419E-89    1.9806198249E-91
   -7.5600000000E+00    3.2665339930E+03    2.3416720439E-89    0.0000000000E+00    5.4834279612-178    2.3416720439E-89    3.7647748610E-91
   -7.5520000000E+00    3.2527293256E+03    4.4685874279E-89    0.0000000000E+00    1.9968273601-177    4.4685874279E-89    7.1463063779E-91
   -7.5440000000E+00    3.2389684593E+03    8.5157569522E-89    0.0000000000E+00    7.2518116469-177    8.5157569522E-89    1.3546577653E-90
   -7.5360000000E+00    3.2252513014E+03    1.6206367296E-88    0.0000000000E+00    2.6264634093-176    1.6206367296E-88    2.5643865631E-90
   -7.5280000000E+00    3.2115777592E+03    3.0800525715E-88    0.0000000000E+00    9.4867238429-176    3.0800525715E-88    4.8477915941E-90
   -7.5200000000E+00    3.1979477402E+03    5.8457632749E-88    0.0000000000E+00    3.4172948266-175    5.8457632749E-88    9.1519058071E-90
   -7.5120000000E+00    3.1843611519E+03    1.1079893209E-87    0.0000000000E+00    1.2276403353-174    1.1079893209E-87    1.7253884975E-89
   -7.5040000000E+00    3.1708179019E+03    2.0972093766E-87    0.0000000000E+00    4.3982871691-174    2.0972093766E-87    3.2484083380E-89
   -7.4960000000E+00    3.1573178981E+03    3.9642449777E-87    0.0000000000E+00    1.5715238243-173    3.9642449777E-87    6.1074975445E-89
   -7.4880000000E+00    3.1438610482E+03    7.4832846956E-87    0.0000000000E+00    5.5999549835-173    7.4832846956E-87    1.1467415720E-88
   -7.4800000000E+00    3.1304472602E+03    1.4107100242E-86    0.0000000000E+00    1.9901027724-172    1.4107100242E-86    2.1501957026E-88
   -7.4720000000E+00    3.1170764421E+03    2.6558133514E-86    0.0000000000E+00    7.0533445575-172    2.6558133514E-86    4.0262543224E-88
   -7.4640000000E+00    3.1037485020E+03    4.9931230913E-86    0.0000000000E+00    2.4931278205-171    4.9931230913E-86    7.5289741485E-88
   -7.4560000000E+00    3.0904633482E+03    9.3748112466E-86    0.0000000000E+00    8.7887085909-171    9.3748112466E-86    1.4059905467E-87
   -7.4480000000E+00    3.0772208891E+03    1.7577979018E-85    0.0000000000E+00    3.0898534636-170    1.7577979018E-85    2.6220537723E-87
   -7.4400000000E+00    3.0640210330E+03    3.2914867641E-85    0.0000000000E+00    1.0833885118-169    3.2914867641E-85    4.8833065847E-87
   -7.4320000000E+00    3.0508636884E+03    6.1550652138E-85    0.0000000000E+00    3.7884827786-169    6.1550652138E-85    9.0823910791E-87
   -7.4240000000E+00    3.0377487641E+03    1.1494529293E-84    0.0000000000E+00    1.3212420368-168    1.1494529293E-84    1.6869446032E-86
   -7.4160000000E+00    3.0246761687E+03    2.1437213035E-84    0.0000000000E+00    4.5955410270-168    2.1437213035E-84    3.1290785531E-86
   -7.4080000000E+00    3.0116458110E+03    3.9926815124E-84    0.0000000000E+00    1.5941505659-167    3.9926815124E-84    5.7962584015E-86
   -7.4000000000E+00    2.9986576000E+03    7.4264427832E-84    0.0000000000E+00    5.5152052412-167    7.4264427832E-84    1.0722480000E-85
   -7.3920000000E+00    2.9857114447E+03    1.3794864804E-83    0.0000000000E+00    1.9029829497-166    1.3794864804E-83    1.9808864967E-85
   -7.3840000000E+00    2.9728072542E+03    2.5590284225E-83    0.0000000000E+00    6.5486264674-166    2.5590284225E-83    3.6546129153E-85
   -7.3760000000E+00    2.9599449377E+03    4.7408305809E-83    0.0000000000E+00    2.2475474597-165    4.7408305809E-83    6.7335056800E-85
   -7.3680000000E+00    2.9471244046E+03    8.7711399417E-83    0.0000000000E+00    7.6932895877-165    8.7711399417E-83    1.2389669924E-84
   -7.3600000000E+00    2.9343455642E+03    1.6206175465E-82    0.0000000000E+00    2.6264012320-164    1.6206175465E-82    2.2766564921E-84
   -7.3520000000E+00    2.9216083260E+03    2.9903948696E-82    0.0000000000E+00    8.9424614764-164    2.9903948696E-82    4.1778722153E-84
   -7.3440000000E+00    2.9089125998E+03    5.5106224932E-82    0.0000000000E+00    3.0366960263-163    5.5106224932E-82    7.6565527058E-84
   -7.3360000000E+00    2.8962582951E+03    1.0141390725E-81    0.0000000000E+00    1.0284780584-162    1.0141390725E-81    1.4013044036E-83
   -7.3280000000E+00    2.8836453218E+03    1.8638875932E-81    0.0000000000E+00    3.4740769600-162    1.8638875932E-81    2.5612583689E-83
   -7.3200000000E+00    2.8710735898E+03    3.4211166359E-81    0.0000000000E+00    1.1704039036-161    3.4211166359E-81    4.6751612488E-83
   -7.3120000000E+00    2.8585430090E+03    6.2710840210E-81    0.0000000000E+00    3.9326494798-161    6.2710840210E-81    8.5224155425E-83
   -7.3040000000E+00    2.8460534897E+03    1.1480070313E-80    0.0000000000E+00    1.3179201439-160    1.1480070313E-80    1.5515019732E-82
   -7.2960000000E+00    2.8336049420E+03    2.0988155857E-80    0.0000000000E+00    4.4050268628-160    2.0988155857E-80    2.8207596362E-82
   -7.2880000000E+00    2.8211972761E+03    3.8320611592E-80    0.0000000000E+00    1.4684692728-159    3.8320611592E-80    5.1215870413E-82
   -7.2800000000E+00    2.8088304026E+03    6.9874645262E-80    0.0000000000E+00    4.8824660505-159    6.9874645262E-80    9.2868487444E-82
   -7.2720000000E+00    2.7965042318E+03    1.2724374666E-79    0.0000000000E+00    1.6190971064-158    1.2724374666E-79    1.6817371997E-81
   -7.2640000000E+00    2.7842186744E+03    2.3141075711E-79    0.0000000000E+00    5.3550938508-158    2.3141075711E-79    3.0414063003E-81
   -7.2560000000E+00    2.7719736410E+03    4.2030205726E-79    0.0000000000E+00    1.7665381934-157    4.2030205726E-79    5.4931051356E-81
   -7.2480000000E+00    2.7597690425E+03    7.6237909813E-79    0.0000000000E+00    5.8122188926-157    7.6237909813E-79    9.9080718822E-81
   -7.2400000000E+00    2.7476047898E+03    1.3810600219E-78    0.0000000000E+00    1.9073267842-156    1.3810600219E-78    1.7847967287E-80
   -7.2320000000E+00    2.7354807937E+03    2.4985431237E-78    0.0000000000E+00    6.2427177411-156    2.4985431237E-78    3.2108303316E-80
   -7.2240000000E+00    2.7233969655E+03    4.5143422716E-78    0.0000000000E+00    2.0379286145-155    4.5143422716E-78    5.7686679825E-80
   -7.2160000000E+00    2.7113532163E+03    8.1458436748E-78    0.0000000000E+00    6.6354769175-155    8.1458436748E-78    1.0350561965E-79
   -7.2080000000E+00    2.6993494573E+03    1.4679532619E-77    0.0000000000E+00    2.1548867790-154    1.4679532619E-77    1.8547403616E-79
   -7.2000000000E+00    2.6873856000E+03    2.6419437700E-77    0.0000000000E+00    6.9798668841-154    2.6419437700E-77    3.3192023680E-79
   -7.1920000000E+00    2.6754615558E+03    4.7486560279E-77    0.0000000000E+00    2.2549734071-153    4.7486560279E-77    5.9322079183E-79
   -7.1840000000E+00    2.6635772363E+03    8.5242125630E-77    0.0000000000E+00    7.2662199819-153    8.5242125630E-77    1.0588431442E-78
   -7.1760000000E+00    2.6517325532E+03    1.5281812322E-76    0.0000000000E+00    2.3353378785-152    1.5281812322E-76    1.8874703338E-78
   -7.1680000000E+00    2.6399274183E+03    2.7361071491E-76    0.0000000000E+00    7.4862823315-152    2.7361071491E-76    3.3601795847E-78
   -7.1600000000E+00    2.6281617434E+03    4.8924861434E-76    0.0000000000E+00    2.3936420664-151    4.8924861434E-76    5.9741937211E-78
   -7.1520000000E+00    2.6164354404E+03    8.7370533649E-76    0.0000000000E+00    7.6336101501-151    8.7370533649E-76    1.0607943053E-77
   -7.1440000000E+00    2.6047484215E+03    1.5582598084E-75    0.0000000000E+00    2.4281736304-150    1.5582598084E-75    1.8811296695E-77
   -7.1360000000E+00    2.5931005989E+03    2.7755871190E-75    0.0000000000E+00    7.7038838553-150    2.7755871190E-75    3.3315211196E-77
   -7.1280000000E+00    2.5814918847E+03    4.9375395481E-75    0.0000000000E+00    2.4379296789-149    4.9375395481E-75    5.8925503341E-77
   -7.1200000000E+00    2.5699221914E+03    8.7721824808E-75    0.0000000000E+00    7.6951185476-149    8.7721824808E-75    1.0408820826E-76
   -7.1120000000E+00    2.5583914313E+03    1.5564912750E-74    0.0000000000E+00    2.4226650890-148    1.5564912750E-74    1.8362756499E-76
   -7.1040000000E+00    2.5468995172E+03    2.7582161908E-74    0.0000000000E+00    7.6077565554-148    2.7582161908E-74    3.2352879294E-76
   -7.0960000000E+00    2.5354463615E+03    4.8814979695E-74    0.0000000000E+00    2.3829022426-147    4.8814979695E-74    5.6928183775E-76
   -7.0880000000E+00    2.5240318772E+03    8.6282304500E-74    0.0000000000E+00    7.4446360698-147    8.6282304500E-74    1.0004183690E-75
   -7.0800000000E+00    2.5126559770E+03    1.5231223460E-73    0.0000000000E+00    2.3199016808-146    1.5231223460E-73    1.7558060193E-75
   -7.0720000000E+00    2.5013185738E+03    2.6853004907E-73    0.0000000000E+00    7.2108387251-146    2.6853004907E-73    3.0776027852E-75
   -7.0640000000E+00    2.4900195808E+03    4.7282089157E-73    0.0000000000E+00    2.2355959551-145    4.7282089157E-73    5.3875382312E-75
   -7.0560000000E+00    2.4787589111E+03    8.3147023363E-73    0.0000000000E+00    6.9134274942-145    8.3147023363E-73    9.4191245382E-75
   -7.0480000000E+00    2.4675364779E+03    1.4603052769E-72    0.0000000000E+00    2.1324915016-144    1.4603052769E-72    1.6446507903E-74
   -7.0400000000E+00    2.4563521946E+03    2.5614631952E-72    0.0000000000E+00    6.5610937002-144    2.5614631952E-72    2.8680086144E-74
   -7.0320000000E+00    2.4452059746E+03    4.4872546908E-72    0.0000000000E+00    2.0135454660-143    4.4872546908E-72    4.9949530325E-74
   -7.0240000000E+00    2.4340977314E+03    7.8509474934E-72    0.0000000000E+00    6.1637376544-143    7.8509474934E-72    8.6881473944E-74
   -7.0160000000E+00    2.4230273788E+03    1.3718694836E-71    0.0000000000E+00    1.8820258801-142    1.3718694836E-71    1.5092749876E-73
   -7.0080000000E+00    2.4119948303E+03    2.3941618507E-71    0.0000000000E+00    5.7320109674-142    2.3941618507E-71    2.6185182358E-73
   -7.0000000000E+00    2.4010000000E+03    4.1729657768E-71    0.0000000000E+00    1.7413643374-141    4.1729657768E-71    4.5372161979E-73
   -6.9920000000E+00    2.3900428017E+03    7.2641928209E-71    0.0000000000E+00    5.2768497339-141    7.2641928209E-71    7.8518247546E-73
   -6.9840000000E+00    2.3791231494E+03    1.2629371725E-70    0.0000000000E+00    1.5950103017-140    1.2629371725E-70    1.3570616733E-72
   -6.9760000000E+00    2.3682409573E+03    2.1929492894E-70    0.0000000000E+00    4.8090265857-140    2.1929492894E-70    2.3424862232E-72
   -6.9680000000E+00    2.3573961395E+03    3.8030191321E-70    0.0000000000E+00    1.4462954519-139    3.8030191321E-70    4.0383465832E-72
   -6.9600000000E+00    2.3465886106E+03    6.5869160487E-70    0.0000000000E+00    4.3387463032-139    6.5869160487E-70    6.9531216102E-72
   -6.9520000000E+00    2.3358182847E+03    1.1394363278E-69    0.0000000000E+00    1.2983151451-138    1.1394363278E-69    1.1956563242E-71
   -6.9440000000E+00    2.3250850766E+03    1.9685793661E-69    0.0000000000E+00    3.8753047206-138    1.9685793661E-69    2.0534485174E-71
   -6.9360000000E+00    2.3143889007E+03    3.3968107252E-69    0.0000000000E+00    1.1538323103-137    3.3968107252E-69    3.5221901377E-71
   -6.9280000000E+00    2.3037296719E+03    5.8539086162E-69    0.0000000000E+00    3.4268246087-137    5.8539086162E-69    6.0338416525E-71
   -6.9200000000E+00    2.2931073050E+03    1.0075748503E-68    0.0000000000E+00    1.0152070789-136    1.0075748503E-68    1.0323519095E-70
   -6.9120000000E+00    2.2825217148E+03    1.7320726635E-68    0.0000000000E+00    3.0000757118-136    1.7320726635E-68    1.7640666000E-70
   -6.9040000000E+00    2.2719728163E+03    2.9738079889E-68    0.0000000000E+00    8.8435339551-136    2.9738079889E-68    3.0106214728E-70
   -6.8960000000E+00    2.2614605248E+03    5.0993918636E-68    0.0000000000E+00    2.6003797379-135    5.0993918636E-68    5.1315895090E-70
   -6.8880000000E+00    2.2509847554E+03    8.7333952407E-68    0.0000000000E+00    7.6272192430-135    8.7333952407E-68    8.7358033496E-70
   -6.8800000000E+00    2.2405454234E+03    1.4938525348E-67    0.0000000000E+00    2.2315953958-134    1.4938525348E-67    1.4852842886E-69
   -6.8720000000E+00    2.2301424442E+03    2.5520715467E-67    0.0000000000E+00    6.5130691793-134    2.5520715467E-67    2.5221605776E-69
   -6.8640000000E+00    2.2197757333E+03    4.3545079327E-67    0.0000000000E+00    1.8961739336-133    4.3545079327E-67    4.2775283655E-69
   -6.8560000000E+00    2.2094452064E+03    7.4207375006E-67    0.0000000000E+00    5.5067345052-133    7.4207375006E-67    7.2455389051E-69
   -6.8480000000E+00    2.1991507792E+03    1.2630409011E-66    0.0000000000E+00    1.5952723178-132    1.2630409011E-66    1.2257636206E-68
   -6.8400000000E+00    2.1888923674E+03    2.1470924341E-66    0.0000000000E+00    4.6100059204-132    2.1470924341E-66    2.0711026016E-68
   -6.8320000000E+00    2.1786698869E+03    3.6454208221E-66    0.0000000000E+00    1.3289092971-131    3.6454208221E-66    3.4950706802E-68
   -6.8240000000E+00    2.1684832538E+03    6.1817127309E-66    0.0000000000E+00    3.8213572287-131    6.1817127309E-66    5.8907471890E-68
   -6.8160000000E+00    2.1583323841E+03    1.0469713782E-65    0.0000000000E+00    1.0961490669-130    1.0469713782E-65    9.9162048692E-68
   -6.8080000000E+00    2.1482171941E+03    1.7710313947E-65    0.0000000000E+00    3.1365522009-130    1.7710313947E-65    1.6671776979E-67
   -6.8000000000E+00    2.1381376000E+03    2.9921529600E-65    0.0000000000E+00    8.9529793362-130    2.9921529600E-65    2.7994982456E-67
   -6.7920000000E+00    2.1280935182E+03    5.0490308319E-65    0.0000000000E+00    2.5492712342-129    5.0490308319E-65    4.6950586821E-67
   -6.7840000000E+00    2.1180848653E+03    8.5094124613E-65    0.0000000000E+00    7.2410100437-129    8.5094124613E-65    7.8643888441E-67
   -6.7760000000E+00    2.1081115578E+03    1.4323827026E-64    0.0000000000E+00    2.0517202066-128    1.4323827026E-64    1.3156872679E-66
   -6.7680000000E+00    2.0981735123E+03    2.4081698880E-64    0.0000000000E+00    5.7992822094-128    2.4081698880E-64    2.1983898822E-66
   -6.7600000000E+00    2.0882706458E+03    4.0437505453E-64    0.0000000000E+00    1.6351918473-127    4.0437505453E-64    3.6687804534E-66
   -6.7520000000E+00    2.0784028750E+03    6.7819001762E-64    0.0000000000E+00    4.5994170001-127    6.7819001762E-64    6.1151104300E-66
   -6.7440000000E+00    2.0685701169E+03    1.1360275181E-63    0.0000000000E+00    1.2905585218-126    1.1360275181E-63    1.0180124043E-65
   -6.7360000000E+00    2.0587722887E+03    1.9006290033E-63    0.0000000000E+00    3.6123906082-126    1.9006290033E-63    1.6926557149E-65
   -6.7280000000E+00    2.0490093075E+03    3.1759782239E-63    0.0000000000E+00    1.0086837679-125    3.1759782239E-63    2.8109401694E-65
   -6.7200000000E+00    2.0392810906E+03    5.3006601857E-63    0.0000000000E+00    2.8096998405-125    5.3006601857E-63    4.6623255055E-65
   -6.7120000000E+00    2.0295875553E+03    8.8359920220E-63    0.0000000000E+00    7.8074755012-125    8.8359920220E-63    7.7236433430E-65
   -6.7040000000E+00    2.0199286192E+03    1.4711406361E-62    0.0000000000E+00    2.1642547711-124    1.4711406361E-62    1.2779417934E-64
   -6.6960000000E+00    2.0103041997E+03    2.4463985711E-62    0.0000000000E+00    5.9848659688-124    2.4463985711E-62    2.1118826858E-64
   -6.6880000000E+00    2.0007142147E+03    4.0632636576E-62    0.0000000000E+00    1.6510111551-123    4.0632636576E-62    3.4857719548E-64
   -6.6800000000E+00    1.9911585818E+03    6.7405941781E-62    0.0000000000E+00    4.5435609874-123    6.7405941781E-62    5.7464446816E-64
   -6.6720000000E+00    1.9816372189E+03    1.1168564763E-61    0.0000000000E+00    1.2473683885-122    1.1168564763E-61    9.4617436629E-64
   -6.6640000000E+00    1.9721500439E+03    1.8483030607E-61    0.0000000000E+00    3.4162242041-122    1.8483030607E-61    1.5560209005E-63
   -6.6560000000E+00    1.9626969751E+03    3.0551057636E-61    0.0000000000E+00    9.3336712269-122    3.0551057636E-61    2.5558336663E-63
   -6.6480000000E+00    1.9532779304E+03    5.0437922342E-61    0.0000000000E+00    2.5439840102-121    5.0437922342E-61    4.1929846340E-63
   -6.6400000000E+00    1.9438928282E+03    8.3169984652E-61    0.0000000000E+00    6.9172463470-121    8.3169984652E-61    6.8704959969E-63
   -6.6320000000E+00    1.9345415868E+03    1.3697937142E-60    0.0000000000E+00    1.8763348194-120    1.3697937142E-60    1.1244176614E-62
   -6.6240000000E+00    1.9252241246E+03    2.2533230171E-60    0.0000000000E+00    5.0774646192-120    2.2533230171E-60    1.8379876356E-62
   -6.6160000000E+00    1.9159403604E+03    3.7023041575E-60    0.0000000000E+00    1.3707056074-119    3.7023041575E-60    3.0007753507E-62
   -6.6080000000E+00    1.9066902126E+03    6.0757754665E-60    0.0000000000E+00    3.6915047519-119    6.0757754665E-60    4.8932901147E-62
   -6.6000000000E+00    1.8974736000E+03    9.9589359232E-60    0.0000000000E+00    9.9180404722-119    9.9589359232E-60    7.9697673071E-62
   -6.5920000000E+00    1.8882904415E+03    1.6304458622E-59    0.0000000000E+00    2.6583537095-118    1.6304458622E-59    1.2964868761E-61
   -6.5840000000E+00    1.8791406561E+03    2.6661382906E-59    0.0000000000E+00    7.1082933848-118    2.6661382906E-59    2.1065366877E-61
   -6.5760000000E+00    1.8700241627E+03    4.3545414379E-59    0.0000000000E+00    1.8962031135-117    4.3545414379E-59    3.4186052918E-61
   -6.5680000000E+00    1.8609408806E+03    7.1037271353E-59    0.0000000000E+00    5.0462939212-117    7.1037271353E-59    5.5412601118E-61
   -6.5600000000E+00    1.8518907290E+03    1.1574835423E-58    0.0000000000E+00    1.3397681507-116    1.1574835423E-58    8.9711551602E-61
   -6.5520000000E+00    1.8428736271E+03    1.8837736172E-58    0.0000000000E+00    3.5486030409-116    1.8837736172E-58    1.4506714579E-60
   -6.5440000000E+00    1.8338894945E+03    3.0621647278E-58    0.0000000000E+00    9.3768528203-116    3.0621647278E-58    2.3429943632E-60
   -6.5360000000E+00    1.8249382507E+03    4.9718150570E-58    0.0000000000E+00    2.4718944961-115    4.9718150570E-58    3.7796841758E-60
   -6.5280000000E+00    1.8160198154E+03    8.0628499774E-58    0.0000000000E+00    6.5009549758-115    8.0628499774E-58    6.0900728035E-60
   -6.5200000000E+00    1.8071341082E+03    1.3060205587E-57    0.0000000000E+00    1.7056896998-114    1.3060205587E-57    9.8010537720E-60
   -6.5120000000E+00    1.7982810489E+03    2.1130019144E-57    0.0000000000E+00    4.4647770903-114    2.1130019144E-57    1.5754585702E-59
   -6.5040000000E+00    1.7894605577E+03    3.4145921117E-57    0.0000000000E+00    1.1659439290-113    3.4145921117E-57    2.5294479201E-59
   -6.4960000000E+00    1.7806725543E+03    5.5114701846E-57    0.0000000000E+00    3.0376303596-113    5.5114701846E-57    4.0562960904E-59
   -6.4880000000E+00    1.7719169591E+03    8.8855926974E-57    0.0000000000E+00    7.8953757585-113    8.8855926974E-57    6.4970965421E-59
   -6.4800000000E+00    1.7631936922E+03    1.4308571366E-56    0.0000000000E+00    2.0473521453-112    1.4308571366E-56    1.0394302884E-58
   -6.4720000000E+00    1.7545026739E+03    2.3014296342E-56    0.0000000000E+00    5.2965783612-112    2.3014296342E-56    1.6609570567E-58
