# Quartic Well - state n = 4
# Parity (even=+1, odd=-1) = 1
# gamma =   1.4142136E+00
# epsilon (numeric) =   1.0244309E+01
# Note: no analytic psi for quartic; psi_exact column is 0.0
# Xmax =   8.000000
# grid = 2001
# columns: xi   v(xi)   psi_num   psi_exact   psi_num^2   (psi_num-psi_exact)   step_err_psi
   -7.2480000000E+00    2.7597690425E+03   -4.8307584903E-77    0.0000000000E+00    2.3336227591-153   -4.8307584903E-77    1.6317783885E-78
   -7.2400000000E+00    2.7476047898E+03   -8.7436213985E-77    0.0000000000E+00    7.6450915160-153   -8.7436213985E-77    2.9368891811E-78
   -7.2320000000E+00    2.7354807937E+03   -1.5805173646E-76    0.0000000000E+00    2.4980351397-152   -1.5805173646E-76    5.2788833660E-78
   -7.2240000000E+00    2.7233969655E+03   -2.8532493080E-76    0.0000000000E+00    8.1410316138-152   -2.8532493080E-76    9.4760054886E-78
   -7.2160000000E+00    2.7113532163E+03   -5.1441462111E-76    0.0000000000E+00    2.6462240241-151   -5.1441462111E-76    1.6987828795E-77
   -7.2080000000E+00    2.6993494573E+03   -9.2623381992E-76    0.0000000000E+00    8.5790908917-151   -9.2623381992E-76    3.0414479419E-77
   -7.2000000000E+00    2.6873856000E+03   -1.6655678347E-75    0.0000000000E+00    2.7741162119-150   -1.6655678347E-75    5.4381783248E-77
   -7.1920000000E+00    2.6754615558E+03   -2.9911554855E-75    0.0000000000E+00    8.9470111384-150   -2.9911554855E-75    9.7108590892E-77
   -7.1840000000E+00    2.6635772363E+03   -5.3647716253E-75    0.0000000000E+00    2.8780774592-149   -5.3647716253E-75    1.7317835733E-76
   -7.1760000000E+00    2.6517325532E+03   -9.6094756045E-75    0.0000000000E+00    9.2342021394-149   -9.6094756045E-75    3.0843378309E-76
   -7.1680000000E+00    2.6399274183E+03   -1.7190359170E-74    0.0000000000E+00    2.9550844838-148   -1.7190359170E-74    5.4860938445E-76
   -7.1600000000E+00    2.6281617434E+03   -3.0711967466E-74    0.0000000000E+00    9.4322494564-148   -3.0711967466E-74    9.7453646959E-76
   -7.1520000000E+00    2.6164354404E+03   -5.4798461657E-74    0.0000000000E+00    3.0028714000-147   -5.4798461657E-74    1.7288891060E-75
   -7.1440000000E+00    2.6047484215E+03   -9.7648988189E-74    0.0000000000E+00    9.5353248943-147   -9.7648988189E-74    3.0631690322E-75
   -7.1360000000E+00    2.5931005989E+03   -1.7378264182E-73    0.0000000000E+00    3.0200406599-146   -1.7378264182E-73    5.4201359130E-75
   -7.1280000000E+00    2.5814918847E+03   -3.0887653931E-73    0.0000000000E+00    9.5404716538-146   -3.0887653931E-73    9.5782327414E-75
   -7.1200000000E+00    2.5699221914E+03   -5.4828194479E-73    0.0000000000E+00    3.0061309098-145   -5.4828194479E-73    1.6904300144E-74
   -7.1120000000E+00    2.5583914313E+03   -9.7199509719E-73    0.0000000000E+00    9.4477446896-145   -9.7199509719E-73    2.9795193559E-74
   -7.1040000000E+00    2.5468995172E+03   -1.7209407801E-72    0.0000000000E+00    2.9616371687-144   -1.7209407801E-72    5.2448496030E-74
   -7.0960000000E+00    2.5354463615E+03   -3.0430571831E-72    0.0000000000E+00    9.2601970195-144   -3.0430571831E-72    9.2205809630E-74
   -7.0880000000E+00    2.5240318772E+03   -5.3739949110E-72    0.0000000000E+00    2.8879821304-143   -5.3739949110E-72    1.6189094424E-73
   -7.0800000000E+00    2.5126559770E+03   -9.4782454790E-72    0.0000000000E+00    8.9837137361-143   -9.4782454790E-72    2.8387454876E-73
   -7.0720000000E+00    2.5013185738E+03   -1.6695630798E-71    0.0000000000E+00    2.7874408774-142   -1.6695630798E-71    4.9713071185E-73
   -7.0640000000E+00    2.4900195808E+03   -2.9371255074E-71    0.0000000000E+00    8.6267062461-142   -2.9371255074E-71    8.6947194505E-73
   -7.0560000000E+00    2.4787589111E+03   -5.1604501201E-71    0.0000000000E+00    2.6630245442-141   -5.1604501201E-71    1.5187349990E-72
   -7.0480000000E+00    2.4675364779E+03   -9.0552133219E-71    0.0000000000E+00    8.1996888304-141   -9.0552133219E-71    2.6494180093E-72
   -7.0400000000E+00    2.4563521946E+03   -1.5869250776E-70    0.0000000000E+00    2.5183312018-140   -1.5869250776E-70    4.6159556542E-72
   -7.0320000000E+00    2.4452059746E+03   -2.7775469661E-70    0.0000000000E+00    7.7147671488-140   -2.7775469661E-70    8.0318583195E-72
   -7.0240000000E+00    2.4340977314E+03   -4.8552798251E-70    0.0000000000E+00    2.3573742180-139   -4.8552798251E-70    1.3957714919E-71
   -7.0160000000E+00    2.4230273788E+03   -8.4764811077E-70    0.0000000000E+00    7.1850731969-139   -8.4764811077E-70    2.4224626438E-71
   -7.0080000000E+00    2.4119948303E+03   -1.4779713896E-69    0.0000000000E+00    2.1843994284-138   -1.4779713896E-69    4.1989909628E-71
   -7.0000000000E+00    2.4010000000E+03   -2.5737488511E-69    0.0000000000E+00    6.6241831485-138   -2.5737488511E-69    7.2690638596E-71
   -6.9920000000E+00    2.3900428017E+03   -4.4762736579E-69    0.0000000000E+00    2.0037025860-137   -4.4762736579E-69    1.2567773002E-70
   -6.9840000000E+00    2.3791231494E+03   -7.7753157228E-69    0.0000000000E+00    6.0455534588-137   -7.7753157228E-69    2.1701266366E-70
   -6.9760000000E+00    2.3682409573E+03   -1.3488727826E-68    0.0000000000E+00    1.8194577837-136   -1.3488727826E-68    3.7424787227E-70
   -6.9680000000E+00    2.3573961395E+03   -2.3370936781E-68    0.0000000000E+00    5.4620068601-136   -2.3370936781E-68    6.4458726561E-70
   -6.9600000000E+00    2.3465886106E+03   -4.0442131336E-68    0.0000000000E+00    1.6355659870-135   -4.0442131336E-68    1.1087990080E-69
   -6.9520000000E+00    2.3358182847E+03   -6.9894877931E-68    0.0000000000E+00    4.8852939610-135   -6.9894877931E-68    1.9049047670E-69
   -6.9440000000E+00    2.3250850766E+03   -1.2064537637E-67    0.0000000000E+00    1.4555306838-134   -1.2064537637E-67    3.2684635630E-69
   -6.9360000000E+00    2.3143889007E+03   -2.0798434472E-67    0.0000000000E+00    4.3257487648-134   -2.0798434472E-67    5.6009871077E-69
   -6.9280000000E+00    2.3037296719E+03   -3.5810126667E-67    0.0000000000E+00    1.2823651719-133   -3.5810126667E-67    9.5859829251E-69
   -6.9200000000E+00    2.2931073050E+03   -6.1579609579E-67    0.0000000000E+00    3.7920483159-133   -6.1579609579E-67    1.6385529824E-68
   -6.9120000000E+00    2.2825217148E+03   -1.0576074067E-66    0.0000000000E+00    1.1185334267-132   -1.0576074067E-66    2.7972848491E-68
   -6.9040000000E+00    2.2719728163E+03   -1.8141330295E-66    0.0000000000E+00    3.2910786488-132   -1.8141330295E-66    4.7694233193E-68
   -6.8960000000E+00    2.2614605248E+03   -3.1079318528E-66    0.0000000000E+00    9.6592404017-132   -3.1079318528E-66    8.1217315184E-68
   -6.8880000000E+00    2.2509847554E+03   -5.3178020922E-66    0.0000000000E+00    2.8279019092-131   -5.3178020922E-66    1.3812922471E-67
   -6.8800000000E+00    2.2405454234E+03   -9.0876542514E-66    0.0000000000E+00    8.2585459793-131   -9.0876542514E-66    2.3462663600E-67
   -6.8720000000E+00    2.2301424442E+03   -1.5510685015E-65    0.0000000000E+00    2.4058134962-130   -1.5510685015E-65    3.9803792618E-67
   -6.8640000000E+00    2.2197757333E+03   -2.6440540898E-65    0.0000000000E+00    6.9910220300-130   -2.6440540898E-65    6.7441559492E-67
   -6.8560000000E+00    2.2094452064E+03   -4.5016371100E-65    0.0000000000E+00    2.0264736670-129   -4.5016371100E-65    1.1412672870E-66
   -6.8480000000E+00    2.1991507792E+03   -7.6547680520E-65    0.0000000000E+00    5.8595473930-129   -7.6547680520E-65    1.9288762078E-66
   -6.8400000000E+00    2.1888923674E+03   -1.3000366965E-64    0.0000000000E+00    1.6900954123-128   -1.3000366965E-64    3.2559608414E-66
   -6.8320000000E+00    2.1786698869E+03   -2.2051687333E-64    0.0000000000E+00    4.8627691422-128   -2.2051687333E-64    5.4892426215E-66
   -6.8240000000E+00    2.1684832538E+03   -3.7358660475E-64    0.0000000000E+00    1.3956695125-127   -3.7358660475E-64    9.2428248733E-66
   -6.8160000000E+00    2.1583323841E+03   -6.3212743162E-64    0.0000000000E+00    3.9958508981-127   -6.3212743162E-64    1.5543781158E-65
   -6.8080000000E+00    2.1482171941E+03   -1.0682735282E-63    0.0000000000E+00    1.1412083311-126   -1.0682735282E-63    2.6107716029E-65
   -6.8000000000E+00    2.1381376000E+03   -1.8031231979E-63    0.0000000000E+00    3.2512532668-126   -1.8031231979E-63    4.3796756929E-65
   -6.7920000000E+00    2.1280935182E+03   -3.0397233252E-63    0.0000000000E+00    9.2399178940-126   -3.0397233252E-63    7.3379795740E-65
   -6.7840000000E+00    2.1180848653E+03   -5.1181033239E-63    0.0000000000E+00    2.6194981634-125   -5.1181033239E-63    1.2279286267E-64
   -6.7760000000E+00    2.1081115578E+03   -8.6069840230E-63    0.0000000000E+00    7.4080173972-125   -8.6069840230E-63    2.0522602681E-64
   -6.7680000000E+00    2.0981735123E+03   -1.4456411962E-62    0.0000000000E+00    2.0898784681-124   -1.4456411962E-62    3.4257450989E-64
   -6.7600000000E+00    2.0882706458E+03   -2.4251478620E-62    0.0000000000E+00    5.8813421525-124   -2.4251478620E-62    5.7113865562E-64
   -6.7520000000E+00    2.0784028750E+03   -4.0633547026E-62    0.0000000000E+00    1.6510851439-123   -4.0633547026E-62    9.5102640289E-64
   -6.7440000000E+00    2.0685701169E+03   -6.7998709222E-62    0.0000000000E+00    4.6238244559-123   -6.7998709222E-62    1.5816438984E-63
   -6.7360000000E+00    2.0587722887E+03   -1.1365450157E-61    0.0000000000E+00    1.2917345726-122   -1.1365450157E-61    2.6271844837E-63
   -6.7280000000E+00    2.0490093075E+03   -1.8973317334E-61    0.0000000000E+00    3.5998677067-122   -1.8973317334E-61    4.3585171807E-63
   -6.7200000000E+00    2.0392810906E+03   -3.1635242818E-61    0.0000000000E+00    1.0007885882-121   -3.1635242818E-61    7.2219402827E-63
   -6.7120000000E+00    2.0295875553E+03   -5.2683056597E-61    0.0000000000E+00    2.7755044524-121   -5.2683056597E-61    1.1951889523E-62
   -6.7040000000E+00    2.0199286192E+03   -8.7628073413E-61    0.0000000000E+00    7.6786792500-121   -8.7628073413E-61    1.9755471576E-62
   -6.6960000000E+00    2.0103041997E+03   -1.4557563300E-60    0.0000000000E+00    2.1192264924-120   -1.4557563300E-60    3.2614219761E-62
   -6.6880000000E+00    2.0007142147E+03   -2.4155045109E-60    0.0000000000E+00    5.8346620422-120   -2.4155045109E-60    5.3776923615E-62
   -6.6800000000E+00    1.9911585818E+03   -4.0031455207E-60    0.0000000000E+00    1.6025174060-119   -4.0031455207E-60    8.8563524452E-62
   -6.6720000000E+00    1.9816372189E+03   -6.6262814586E-60    0.0000000000E+00    4.3907605969-119   -6.6262814586E-60    1.4567479382E-61
   -6.6640000000E+00    1.9721500439E+03   -1.0955040173E-59    0.0000000000E+00    1.2001290518-118   -1.0955040173E-59    2.3932337791E-61
   -6.6560000000E+00    1.9626969751E+03   -1.8089821493E-59    0.0000000000E+00    3.2724164166-118   -1.8089821493E-59    3.9269704624E-61
   -6.6480000000E+00    1.9532779304E+03   -2.9835369257E-59    0.0000000000E+00    8.9014925867-118   -2.9835369257E-59    6.4358001772E-61
   -6.6400000000E+00    1.9438928282E+03   -4.9148016990E-59    0.0000000000E+00    2.4155275740-117   -4.9148016990E-59    1.0534658987E-60
   -6.6320000000E+00    1.9345415868E+03   -8.0864637947E-59    0.0000000000E+00    6.5390896702-117   -8.0864637947E-59    1.7223128165E-60
   -6.6240000000E+00    1.9252241246E+03   -1.3288928814E-58    0.0000000000E+00    1.7659562903-116   -1.3288928814E-58    2.8124046909E-60
   -6.6160000000E+00    1.9159403604E+03   -2.1812256856E-58    0.0000000000E+00    4.7577454917-116   -2.1812256856E-58    4.5868911074E-60
   -6.6080000000E+00    1.9066902126E+03   -3.5759476205E-58    0.0000000000E+00    1.2787401385-115   -3.5759476205E-58    7.4719591747E-60
   -6.6000000000E+00    1.8974736000E+03   -5.8554763263E-58    0.0000000000E+00    3.4286603007-115   -5.8554763263E-58    1.2157005181E-59
   -6.5920000000E+00    1.8882904415E+03   -9.5766686934E-58    0.0000000000E+00    9.1712583263-115   -9.5766686934E-58    1.9755834170E-59
   -6.5840000000E+00    1.8791406561E+03   -1.5644023793E-57    0.0000000000E+00    2.4473548045-114   -1.5644023793E-57    3.2065750469E-59
