# Quartic Well - state n = 0
# Parity (even=+1, odd=-1) = 1
# gamma =   1.4142136E+00
# epsilon (numeric) =   6.6798626E-01
# Note: no analytic psi for quartic; psi_exact column is 0.0
# Xmax =   8.000000
# grid = 2001
# columns: xi   v(xi)   psi_num   psi_exact   psi_num^2   (psi_num-psi_exact)   step_err_psi
   -3.6080000000E+00    1.6945957602E+02   -6.5894304088E-11    0.0000000000E+00    4.3420593113E-21   -6.5894304088E-11    3.5759787300E-14
   -3.6000000000E+00    1.6796160000E+02   -7.6470726751E-11    0.0000000000E+00    5.8477720498E-21   -7.6470726751E-11    4.0956176347E-14
   -3.5920000000E+00    1.6647357727E+02   -8.8687220967E-11    0.0000000000E+00    7.8654231628E-21   -8.8687220967E-11    4.6875669193E-14
   -3.5840000000E+00    1.6499546364E+02   -1.0278884735E-10    0.0000000000E+00    1.0565547139E-20   -1.0278884735E-10    5.3614185627E-14
   -3.5760000000E+00    1.6352721503E+02   -1.1905583909E-10    0.0000000000E+00    1.4174292822E-20   -1.1905583909E-10    6.1279704141E-14
   -3.5680000000E+00    1.6206878743E+02   -1.3780843252E-10    0.0000000000E+00    1.8991164075E-20   -1.3780843252E-10    6.9993687701E-14
   -3.5600000000E+00    1.6062013696E+02   -1.5941232945E-10    0.0000000000E+00    2.5412290780E-20   -1.5941232945E-10    7.9892666395E-14
   -3.5520000000E+00    1.5918121982E+02   -1.8428486951E-10    0.0000000000E+00    3.3960913130E-20   -1.8428486951E-10    9.1129992780E-14
   -3.5440000000E+00    1.5775199232E+02   -2.1290199993E-10    0.0000000000E+00    4.5327261574E-20   -2.1290199993E-10    1.0387778716E-13
   -3.5360000000E+00    1.5633241086E+02   -2.4580613996E-10    0.0000000000E+00    6.0420658444E-20   -2.4580613996E-10    1.1832909155E-13
   -3.5280000000E+00    1.5492243194E+02   -2.8361504865E-10    0.0000000000E+00    8.0437495823E-20   -2.8361504865E-10    1.3470025279E-13
   -3.5200000000E+00    1.5352201216E+02   -3.2703181674E-10    0.0000000000E+00    1.0694980916E-19   -3.2703181674E-10    1.5323355700E-13
   -3.5120000000E+00    1.5213110821E+02   -3.7685611727E-10    0.0000000000E+00    1.4202053312E-19   -3.7685611727E-10    1.7420013934E-13
   -3.5040000000E+00    1.5074967690E+02   -4.3399686447E-10    0.0000000000E+00    1.8835327837E-19   -4.3399686447E-10    1.9790319545E-13
   -3.4960000000E+00    1.4937767510E+02   -4.9948644708E-10    0.0000000000E+00    2.4948671082E-19   -4.9948644708E-10    2.2468152263E-13
   -3.4880000000E+00    1.4801505983E+02   -5.7449672062E-10    0.0000000000E+00    3.3004648200E-19   -5.7449672062E-10    2.5491342156E-13
   -3.4800000000E+00    1.4666178816E+02   -6.6035696332E-10    0.0000000000E+00    4.3607131900E-19   -6.6035696332E-10    2.8902099157E-13
   -3.4720000000E+00    1.4531781729E+02   -7.5857402258E-10    0.0000000000E+00    5.7543454774E-19   -7.5857402258E-10    3.2747485532E-13
   -3.4640000000E+00    1.4398310450E+02   -8.7085490328E-10    0.0000000000E+00    7.5838826256E-19   -8.7085490328E-10    3.7079935137E-13
   -3.4560000000E+00    1.4265760717E+02   -9.9913207598E-10    0.0000000000E+00    9.9826490524E-19   -9.9913207598E-10    4.1957823627E-13
   -3.4480000000E+00    1.4134128280E+02   -1.1455918128E-09    0.0000000000E+00    1.3123806016E-18   -1.1455918128E-09    4.7446094096E-13
   -3.4400000000E+00    1.4003408896E+02   -1.3127058908E-09    0.0000000000E+00    1.7231967558E-18   -1.3127058908E-09    5.3616942942E-13
   -3.4320000000E+00    1.3873598333E+02   -1.5032670380E-09    0.0000000000E+00    2.2598117876E-18   -1.5032670380E-09    6.0550571150E-13
   -3.4240000000E+00    1.3744692370E+02   -1.7204285364E-09    0.0000000000E+00    2.9598743489E-18   -1.7204285364E-09    6.8336006507E-13
   -3.4160000000E+00    1.3616686793E+02   -1.9677484387E-09    0.0000000000E+00    3.8720339179E-18   -1.9677484387E-09    7.7072002718E-13
   -3.4080000000E+00    1.3489577401E+02   -2.2492389008E-09    0.0000000000E+00    5.0590756330E-18   -2.2492389008E-09    8.6868021751E-13
   -3.4000000000E+00    1.3363360000E+02   -2.5694211855E-09    0.0000000000E+00    6.6019252283E-18   -2.5694211855E-09    9.7845306225E-13
   -3.3920000000E+00    1.3238030408E+02   -2.9333869435E-09    0.0000000000E+00    8.6047589602E-18   -2.9333869435E-09    1.1013804910E-12
   -3.3840000000E+00    1.3113584452E+02   -3.3468664443E-09    0.0000000000E+00    1.1201514996E-17   -3.3468664443E-09    1.2389466839E-12
   -3.3760000000E+00    1.2990017969E+02   -3.8163044892E-09    0.0000000000E+00    1.4564179954E-17   -3.8163044892E-09    1.3927919514E-12
   -3.3680000000E+00    1.2867326804E+02   -4.3489448142E-09    0.0000000000E+00    1.8913320997E-17   -4.3489448142E-09    1.5647278349E-12
   -3.3600000000E+00    1.2745506816E+02   -4.9529238672E-09    0.0000000000E+00    2.4531454834E-17   -4.9529238672E-09    1.7567535203E-12
   -3.3520000000E+00    1.2624553870E+02   -5.6373749274E-09    0.0000000000E+00    3.1779996073E-17   -5.6373749274E-09    1.9710736648E-12
   -3.3440000000E+00    1.2504463842E+02   -6.4125436293E-09    0.0000000000E+00    4.1120715797E-17   -6.4125436293E-09    2.2101177400E-12
   -3.3360000000E+00    1.2385232618E+02   -7.2899160488E-09    0.0000000000E+00    5.3142875998E-17   -7.2899160488E-09    2.4765610043E-12
   -3.3280000000E+00    1.2266856094E+02   -8.2823606231E-09    0.0000000000E+00    6.8597497490E-17   -8.2823606231E-09    2.7733472190E-12
   -3.3200000000E+00    1.2149330176E+02   -9.4042852864E-09    0.0000000000E+00    8.8440581749E-17   -9.4042852864E-09    3.1037132351E-12
   -3.3120000000E+00    1.2032650779E+02   -1.0671811335E-08    0.0000000000E+00    1.1388755718E-16   -1.0671811335E-08    3.4712155777E-12
   -3.3040000000E+00    1.1916813829E+02   -1.2102965671E-08    0.0000000000E+00    1.4648177804E-16   -1.2102965671E-08    3.8797591686E-12
   -3.2960000000E+00    1.1801815260E+02   -1.3717893214E-08    0.0000000000E+00    1.8818059424E-16   -1.3717893214E-08    4.3336283280E-12
   -3.2880000000E+00    1.1687651017E+02   -1.5539091451E-08    0.0000000000E+00    2.4146336312E-16   -1.5539091451E-08    4.8375202089E-12
   -3.2800000000E+00    1.1574317056E+02   -1.7591669231E-08    0.0000000000E+00    3.0946682633E-16   -1.7591669231E-08    5.3965808222E-12
   -3.2720000000E+00    1.1461809341E+02   -1.9903632139E-08    0.0000000000E+00    3.9615457231E-16   -1.9903632139E-08    6.0164438172E-12
   -3.2640000000E+00    1.1350123846E+02   -2.2506196943E-08    0.0000000000E+00    5.0652890083E-16   -2.2506196943E-08    6.7032721919E-12
   -3.2560000000E+00    1.1239256556E+02   -2.5434137852E-08    0.0000000000E+00    6.4689536829E-16   -2.5434137852E-08    7.4638031128E-12
   -3.2480000000E+00    1.1129203465E+02   -2.8726167534E-08    0.0000000000E+00    8.2519270120E-16   -2.8726167534E-08    8.3053960325E-12
   -3.2400000000E+00    1.1019960576E+02   -3.2425356100E-08    0.0000000000E+00    1.0514037182E-15   -3.2425356100E-08    9.2360842995E-12
   -3.2320000000E+00    1.0911523904E+02   -3.6579591522E-08    0.0000000000E+00    1.3380665159E-15   -3.6579591522E-08    1.0264630463E-11
   -3.2240000000E+00    1.0803889472E+02   -4.1242085239E-08    0.0000000000E+00    1.7009095949E-15   -4.1242085239E-08    1.1400585483E-11
   -3.2160000000E+00    1.0697053313E+02   -4.6471927003E-08    0.0000000000E+00    2.1596399994E-15   -4.6471927003E-08    1.2654352059E-11
   -3.2080000000E+00    1.0591011472E+02   -5.2334693342E-08    0.0000000000E+00    2.7389201272E-15   -5.2334693342E-08    1.4037252303E-11
   -3.2000000000E+00    1.0485760000E+02   -5.8903114381E-08    0.0000000000E+00    3.4695768838E-15   -5.8903114381E-08    1.5561599984E-11
   -3.1920000000E+00    1.0381294961E+02   -6.6257804101E-08    0.0000000000E+00    4.3900966043E-15   -6.6257804101E-08    1.7240777582E-11
   -3.1840000000E+00    1.0277612428E+02   -7.4488059547E-08    0.0000000000E+00    5.5484710151E-15   -7.4488059547E-08    1.9089318388E-11
   -3.1760000000E+00    1.0174708482E+02   -8.3692734876E-08    0.0000000000E+00    7.0044738711E-15   -8.3692734876E-08    2.1122993898E-11
   -3.1680000000E+00    1.0072579218E+02   -9.3981196633E-08    0.0000000000E+00    8.8324653205E-15   -9.3981196633E-08    2.3358906747E-11
   -3.1600000000E+00    9.9712207360E+01   -1.0547436706E-07    0.0000000000E+00    1.1124842107E-14   -1.0547436706E-07    2.5815589447E-11
   -3.1520000000E+00    9.8706291491E+01   -1.1830586282E-07    0.0000000000E+00    1.3996277178E-14   -1.1830586282E-07    2.8513109175E-11
   -3.1440000000E+00    9.7708005790E+01   -1.3262323697E-07    0.0000000000E+00    1.7588922984E-14   -1.3262323697E-07    3.1473178869E-11
   -3.1360000000E+00    9.6717311574E+01   -1.4858933265E-07    0.0000000000E+00    2.2078789778E-14   -1.4858933265E-07    3.4719274906E-11
   -3.1280000000E+00    9.5734170259E+01   -1.6638375758E-07    0.0000000000E+00    2.7683554787E-14   -1.6638375758E-07    3.8276761605E-11
   -3.1200000000E+00    9.4758543360E+01   -1.8620448895E-07    0.0000000000E+00    3.4672111704E-14   -1.8620448895E-07    4.2173022825E-11
   -3.1120000000E+00    9.3790392488E+01   -2.0826961914E-07    0.0000000000E+00    4.3376234256E-14   -2.0826961914E-07    4.6437600916E-11
   -3.1040000000E+00    9.2829679354E+01   -2.3281925336E-07    0.0000000000E+00    5.4204804736E-14   -2.3281925336E-07    5.1102343266E-11
   -3.0960000000E+00    9.1876365767E+01   -2.6011757093E-07    0.0000000000E+00    6.7661150708E-14   -2.6011757093E-07    5.6201556706E-11
   -3.0880000000E+00    9.0930413634E+01   -2.9045506288E-07    0.0000000000E+00    8.4364143555E-14   -2.9045506288E-07    6.1772170008E-11
   -3.0800000000E+00    8.9991784960E+01   -3.2415095930E-07    0.0000000000E+00    1.0507384441E-13   -3.2415095930E-07    6.7853904710E-11
   -3.0720000000E+00    8.9060441850E+01   -3.6155586069E-07    0.0000000000E+00    1.3072264040E-13   -3.6155586069E-07    7.4489454497E-11
   -3.0640000000E+00    8.8136346505E+01   -4.0305458868E-07    0.0000000000E+00    1.6245300145E-13   -4.0305458868E-07    8.1724673343E-11
   -3.0560000000E+00    8.7219461226E+01   -4.4906927203E-07    0.0000000000E+00    2.0166321108E-13   -4.4906927203E-07    8.9608772621E-11
   -3.0480000000E+00    8.6309748412E+01   -5.0006268546E-07    0.0000000000E+00    2.5006268939E-13   -5.0006268546E-07    9.8194527358E-11
   -3.0400000000E+00    8.5407170560E+01   -5.5654185920E-07    0.0000000000E+00    3.0973884104E-13   -5.5654185920E-07    1.0753849180E-10
   -3.0320000000E+00    8.4511690265E+01   -6.1906197883E-07    0.0000000000E+00    3.8323773363E-13   -6.1906197883E-07    1.1770122442E-10
   -3.0240000000E+00    8.3623270220E+01   -6.8823059583E-07    0.0000000000E+00    4.7366135303E-13   -6.8823059583E-07    1.2874752254E-10
   -3.0160000000E+00    8.2741873218E+01   -7.6471217044E-07    0.0000000000E+00    5.8478470362E-13   -7.6471217044E-07    1.4074666657E-10
   -3.0080000000E+00    8.1867462148E+01   -8.4923296989E-07    0.0000000000E+00    7.2119663716E-13   -8.4923296989E-07    1.5377267399E-10
   -3.0000000000E+00    8.1000000000E+01   -9.4258634614E-07    0.0000000000E+00    8.8846901993E-13   -9.4258634614E-07    1.6790456318E-10
   -2.9920000000E+00    8.0139449860E+01   -1.0456384186E-06    0.0000000000E+00    1.0933597025E-12   -1.0456384186E-06    1.8322662689E-10
   -2.9840000000E+00    7.9285774914E+01   -1.1593341891E-06    0.0000000000E+00    1.3440557619E-12   -1.1593341891E-06    1.9982871557E-10
   -2.9760000000E+00    7.8438938444E+01   -1.2847041168E-06    0.0000000000E+00    1.6504646677E-12   -1.2847041168E-06    2.1780653025E-10
   -2.9680000000E+00    7.7598903833E+01   -1.4228711842E-06    0.0000000000E+00    2.0245624067E-12   -1.4228711842E-06    2.3726192509E-10
   -2.9600000000E+00    7.6765634560E+01   -1.5750584838E-06    0.0000000000E+00    2.4808092275E-12   -1.5750584838E-06    2.5830321915E-10
   -2.9520000000E+00    7.5939094204E+01   -1.7425973606E-06    0.0000000000E+00    3.0366455613E-12   -1.7425973606E-06    2.8104551744E-10
   -2.9440000000E+00    7.5119246442E+01   -1.9269361429E-06    0.0000000000E+00    3.7130828986E-12   -1.9269361429E-06    3.0561104081E-10
   -2.9360000000E+00    7.4306055049E+01   -2.1296494992E-06    0.0000000000E+00    4.5354069893E-12   -2.1296494992E-06    3.3212946437E-10
   -2.9280000000E+00    7.3499483898E+01   -2.3524484590E-06    0.0000000000E+00    5.5340137524E-12   -2.3524484590E-06    3.6073826419E-10
   -2.9200000000E+00    7.2699496960E+01   -2.5971911368E-06    0.0000000000E+00    6.7454018009E-12   -2.5971911368E-06    3.9158307160E-10
   -2.9120000000E+00    7.1906058306E+01   -2.8658942004E-06    0.0000000000E+00    8.2133495679E-12   -2.8658942004E-06    4.2481803481E-10
   -2.9040000000E+00    7.1119132103E+01   -3.1607451290E-06    0.0000000000E+00    9.9903097707E-12   -3.1607451290E-06    4.6060618712E-10
   -2.8960000000E+00    7.0338682618E+01   -3.4841153038E-06    0.0000000000E+00    1.2139059450E-11   -3.4841153038E-06    4.9911982112E-10
   -2.8880000000E+00    6.9564674216E+01   -3.8385739795E-06    0.0000000000E+00    1.4734650196E-11   -3.8385739795E-06    5.4054086812E-10
   -2.8800000000E+00    6.8797071360E+01   -4.2269031868E-06    0.0000000000E+00    1.7866710550E-11   -4.2269031868E-06    5.8506128204E-10
   -2.8720000000E+00    6.8035838611E+01   -4.6521136140E-06    0.0000000000E+00    2.1642161077E-11   -4.6521136140E-06    6.3288342686E-10
   -2.8640000000E+00    6.7280940630E+01   -5.1174615240E-06    0.0000000000E+00    2.6188412450E-11   -5.1174615240E-06    6.8422046655E-10
   -2.8560000000E+00    6.6532342174E+01   -5.6264667596E-06    0.0000000000E+00    3.1657128197E-11   -5.6264667596E-06    7.3929675669E-10
   -2.8480000000E+00    6.5790008099E+01   -6.1829318940E-06    0.0000000000E+00    3.8228646806E-11   -6.1829318940E-06    7.9834823624E-10
   -2.8400000000E+00    6.5053903360E+01   -6.7909625869E-06    0.0000000000E+00    4.6117172856E-11   -6.7909625869E-06    8.6162281861E-10
   -2.8320000000E+00    6.4323993010E+01   -7.4549892048E-06    0.0000000000E+00    5.5576864044E-11   -7.4549892048E-06    9.2938078039E-10
   -2.8240000000E+00    6.3600242201E+01   -8.1797897712E-06    0.0000000000E+00    6.6908960701E-11   -8.1797897712E-06    1.0018951465E-09
   -2.8160000000E+00    6.2882616181E+01   -8.9705143079E-06    0.0000000000E+00    8.0470126948E-11   -8.9705143079E-06    1.0794520703E-09
   -2.8080000000E+00    6.2171080298E+01   -9.8327106376E-06    0.0000000000E+00    9.6682198483E-11   -9.8327106376E-06    1.1623512065E-09
   -2.8000000000E+00    6.1465600000E+01   -1.0772351714E-05    0.0000000000E+00    1.1604356144E-10   -1.0772351714E-05    1.2509060763E-09
   -2.7920000000E+00    6.0766140830E+01   -1.1795864549E-05    0.0000000000E+00    1.3914242046E-10   -1.1795864549E-05    1.3454444212E-09
   -2.7840000000E+00    6.0072668430E+01   -1.2910160815E-05    0.0000000000E+00    1.6667225226E-10   -1.2910160815E-05    1.4463085460E-09
   -2.7760000000E+00    5.9385148543E+01   -1.4122669184E-05    0.0000000000E+00    1.9944978489E-10   -1.4122669184E-05    1.5538556461E-09
   -2.7680000000E+00    5.8703547007E+01   -1.5441369497E-05    0.0000000000E+00    2.3843589196E-10   -1.5441369497E-05    1.6684581195E-09
   -2.7600000000E+00    5.8027829760E+01   -1.6874828819E-05    0.0000000000E+00    2.8475984768E-10   -1.6874828819E-05    1.7905038601E-09
   -2.7520000000E+00    5.7357962838E+01   -1.8432239478E-05    0.0000000000E+00    3.3974745217E-10   -1.8432239478E-05    1.9203965298E-09
   -2.7440000000E+00    5.6693912375E+01   -2.0123459154E-05    0.0000000000E+00    4.0495360831E-10   -2.0123459154E-05    2.0585558081E-09
   -2.7360000000E+00    5.6035644604E+01   -2.1959053108E-05    0.0000000000E+00    4.8220001339E-10   -2.1959053108E-05    2.2054176161E-09
   -2.7280000000E+00    5.5383125856E+01   -2.3950338626E-05    0.0000000000E+00    5.7361872031E-10   -2.3950338626E-05    2.3614343115E-09
   -2.7200000000E+00    5.4736322560E+01   -2.6109431768E-05    0.0000000000E+00    6.8170242723E-10   -2.6109431768E-05    2.5270748541E-09
   -2.7120000000E+00    5.4095201243E+01   -2.8449296495E-05    0.0000000000E+00    8.0936247107E-10   -2.8449296495E-05    2.7028249373E-09
   -2.7040000000E+00    5.3459728531E+01   -3.0983796277E-05    0.0000000000E+00    9.5999563173E-10   -3.0983796277E-05    2.8891870837E-09
   -2.6960000000E+00    5.2829871149E+01   -3.3727748243E-05    0.0000000000E+00    1.1375610015E-09   -3.3727748243E-05    3.0866807018E-09
   -2.6880000000E+00    5.2205595918E+01   -3.6696979981E-05    0.0000000000E+00    1.3466683397E-09   -3.6696979981E-05    3.2958421007E-09
   -2.6800000000E+00    5.1586869760E+01   -3.9908389056E-05    0.0000000000E+00    1.5926795170E-09   -3.9908389056E-05    3.5172244614E-09
   -2.6720000000E+00    5.0973659693E+01   -4.3380005341E-05    0.0000000000E+00    1.8818248634E-09   -4.3380005341E-05    3.7513977588E-09
   -2.6640000000E+00    5.0365932835E+01   -4.7131056243E-05    0.0000000000E+00    2.2213364626E-09   -4.7131056243E-05    3.9989486353E-09
   -2.6560000000E+00    4.9763656401E+01   -5.1182034903E-05    0.0000000000E+00    2.6196006968E-09   -5.1182034903E-05    4.2604802195E-09
   -2.6480000000E+00    4.9166797705E+01   -5.5554771460E-05    0.0000000000E+00    3.0863326319E-09   -5.5554771460E-05    4.5366118895E-09
   -2.6400000000E+00    4.8575324160E+01   -6.0272507456E-05    0.0000000000E+00    3.6327751551E-09   -6.0272507456E-05    4.8279789773E-09
   -2.6320000000E+00    4.7989203276E+01   -6.5359973467E-05    0.0000000000E+00    4.2719261317E-09   -6.5359973467E-05    5.1352324101E-09
   -2.6240000000E+00    4.7408402661E+01   -7.0843470027E-05    0.0000000000E+00    5.0187972455E-09   -7.0843470027E-05    5.4590382876E-09
   -2.6160000000E+00    4.6832890024E+01   -7.6750951933E-05    0.0000000000E+00    5.8907086227E-09   -7.6750951933E-05    5.8000773915E-09
   -2.6080000000E+00    4.6262633169E+01   -8.3112116001E-05    0.0000000000E+00    6.9076238262E-09   -8.3112116001E-05    6.1590446241E-09
   -2.6000000000E+00    4.5697600000E+01   -8.9958492337E-05    0.0000000000E+00    8.0925303436E-09   -8.9958492337E-05    6.5366483739E-09
   -2.5920000000E+00    4.5137758519E+01   -9.7323539199E-05    0.0000000000E+00    9.4718712823E-09   -9.7323539199E-05    6.9336098059E-09
   -2.5840000000E+00    4.4583076827E+01   -1.0524274151E-04    0.0000000000E+00    1.1076034640E-08   -1.0524274151E-04    7.3506620733E-09
   -2.5760000000E+00    4.4033523122E+01   -1.1375371306E-04    0.0000000000E+00    1.2939907235E-08   -1.1375371306E-04    7.7885494486E-09
   -2.5680000000E+00    4.3489065701E+01   -1.2289630253E-04    0.0000000000E+00    1.5103501175E-08   -1.2289630253E-04    8.2480263726E-09
   -2.5600000000E+00    4.2949672960E+01   -1.3271270324E-04    0.0000000000E+00    1.7612661602E-08   -1.3271270324E-04    8.7298564175E-09
   -2.5520000000E+00    4.2415313392E+01   -1.4324756686E-04    0.0000000000E+00    2.0519865410E-08   -1.4324756686E-04    9.2348111646E-09
   -2.5440000000E+00    4.1885955588E+01   -1.5454812091E-04    0.0000000000E+00    2.3885121675E-08   -1.5454812091E-04    9.7636689931E-09
   -2.5360000000E+00    4.1361568240E+01   -1.6666429029E-04    0.0000000000E+00    2.7776985657E-08   -1.6666429029E-04    1.0317213779E-08
   -2.5280000000E+00    4.0842120135E+01   -1.7964882270E-04    0.0000000000E+00    3.2273699498E-08   -1.7964882270E-04    1.0896233502E-08
   -2.5200000000E+00    4.0327580160E+01   -1.9355741807E-04    0.0000000000E+00    3.7464474090E-08   -1.9355741807E-04    1.1501518763E-08
   -2.5120000000E+00    3.9817917301E+01   -2.0844886195E-04    0.0000000000E+00    4.3450928048E-08   -2.0844886195E-04    1.2133861206E-08
   -2.5040000000E+00    3.9313100640E+01   -2.2438516290E-04    0.0000000000E+00    5.0348701329E-08   -2.2438516290E-04    1.2794051849E-08
   -2.4960000000E+00    3.8813099360E+01   -2.4143169388E-04    0.0000000000E+00    5.8289262811E-08   -2.4143169388E-04    1.3482879318E-08
   -2.4880000000E+00    3.8317882741E+01   -2.5965733760E-04    0.0000000000E+00    6.7421932969E-08   -2.5965733760E-04    1.4201127992E-08
   -2.4800000000E+00    3.7827420160E+01   -2.7913463578E-04    0.0000000000E+00    7.7916144890E-08   -2.7913463578E-04    1.4949576050E-08
   -2.4720000000E+00    3.7341681095E+01   -2.9993994238E-04    0.0000000000E+00    8.9963969035E-08   -2.9993994238E-04    1.5728993433E-08
   -2.4640000000E+00    3.6860635120E+01   -3.2215358067E-04    0.0000000000E+00    1.0378292954E-07   -3.2215358067E-04    1.6540139706E-08
   -2.4560000000E+00    3.6384251908E+01   -3.4586000411E-04    0.0000000000E+00    1.1961914244E-07   -3.4586000411E-04    1.7383761837E-08
   -2.4480000000E+00    3.5912501232E+01   -3.7114796096E-04    0.0000000000E+00    1.3775080892E-07   -3.7114796096E-04    1.8260591885E-08
   -2.4400000000E+00    3.5445352960E+01   -3.9811066260E-04    0.0000000000E+00    1.5849209967E-07   -3.9811066260E-04    1.9171344606E-08
   -2.4320000000E+00    3.4982777061E+01   -4.2684595538E-04    0.0000000000E+00    1.8219746963E-07   -4.2684595538E-04    2.0116714971E-08
   -2.4240000000E+00    3.4524743602E+01   -4.5745649601E-04    0.0000000000E+00    2.0926644575E-07   -4.5745649601E-04    2.1097375607E-08
   -2.4160000000E+00    3.4071222747E+01   -4.9004993022E-04    0.0000000000E+00    2.4014893411E-07   -4.9004993022E-04    2.2113974163E-08
   -2.4080000000E+00    3.3622184759E+01   -5.2473907470E-04    0.0000000000E+00    2.7535109652E-07   -5.2473907470E-04    2.3167130602E-08
   -2.4000000000E+00    3.3177600000E+01   -5.6164210216E-04    0.0000000000E+00    3.1544185092E-07   -5.6164210216E-04    2.4257434421E-08
   -2.3920000000E+00    3.2737438929E+01   -6.0088272924E-04    0.0000000000E+00    3.6106005430E-07   -6.0088272924E-04    2.5385441816E-08
   -2.3840000000E+00    3.2301672104E+01   -6.4259040721E-04    0.0000000000E+00    4.1292243144E-07   -6.4259040721E-04    2.6551672781E-08
   -2.3760000000E+00    3.1870270181E+01   -6.8690051531E-04    0.0000000000E+00    4.7183231793E-07   -6.8690051531E-04    2.7756608155E-08
   -2.3680000000E+00    3.1443203916E+01   -7.3395455631E-04    0.0000000000E+00    5.3868929072E-07   -7.3395455631E-04    2.9000686629E-08
   -2.3600000000E+00    3.1020444160E+01   -7.8390035437E-04    0.0000000000E+00    6.1449976559E-07   -7.8390035437E-04    3.0284301703E-08
   -2.3520000000E+00    3.0601961865E+01   -8.3689225476E-04    0.0000000000E+00    7.0038864608E-07   -8.3689225476E-04    3.1607798616E-08
   -2.3440000000E+00    3.0187728081E+01   -8.9309132522E-04    0.0000000000E+00    7.9761211519E-07   -8.9309132522E-04    3.2971471247E-08
   -2.3360000000E+00    2.9777713955E+01   -9.5266555881E-04    0.0000000000E+00    9.0757166694E-07   -9.5266555881E-04    3.4375559000E-08
   -2.3280000000E+00    2.9371890733E+01   -1.0157900778E-03    0.0000000000E+00    1.0318294822E-06   -1.0157900778E-03    3.5820243674E-08
   -2.3200000000E+00    2.8970229760E+01   -1.0826473385E-03    0.0000000000E+00    1.1721252596E-06   -1.0826473385E-03    3.7305646333E-08
   -2.3120000000E+00    2.8572702478E+01   -1.1534273366E-03    0.0000000000E+00    1.3303946209E-06   -1.1534273366E-03    3.8831824186E-08
   -2.3040000000E+00    2.8179280429E+01   -1.2283278126E-03    0.0000000000E+00    1.5087892152E-06   -1.2283278126E-03    4.0398767477E-08
   -2.2960000000E+00    2.7789935251E+01   -1.3075544571E-03    0.0000000000E+00    1.7096986583E-06   -1.3075544571E-03    4.2006396401E-08
   -2.2880000000E+00    2.7404638683E+01   -1.3913211160E-03    0.0000000000E+00    1.9357744478E-06   -1.3913211160E-03    4.3654558062E-08
   -2.2800000000E+00    2.7023362560E+01   -1.4798499941E-03    0.0000000000E+00    2.1899560051E-06   -1.4798499941E-03    4.5343023464E-08
   -2.2720000000E+00    2.6646078816E+01   -1.5733718582E-03    0.0000000000E+00    2.4754990043E-06   -1.5733718582E-03    4.7071484570E-08
   -2.2640000000E+00    2.6272759484E+01   -1.6721262381E-03    0.0000000000E+00    2.7960061560E-06   -1.6721262381E-03    4.8839551414E-08
   -2.2560000000E+00    2.5903376695E+01   -1.7763616253E-03    0.0000000000E+00    3.1554606237E-06   -1.7763616253E-03    5.0646749302E-08
   -2.2480000000E+00    2.5537902678E+01   -1.8863356700E-03    0.0000000000E+00    3.5582622601E-06   -1.8863356700E-03    5.2492516090E-08
   -2.2400000000E+00    2.5176309760E+01   -2.0023153746E-03    0.0000000000E+00    4.0092668595E-06   -2.0023153746E-03    5.4376199566E-08
   -2.2320000000E+00    2.4818570367E+01   -2.1245772835E-03    0.0000000000E+00    4.5138286336E-06   -2.1245772835E-03    5.6297054939E-08
   -2.2240000000E+00    2.4464657023E+01   -2.2534076697E-03    0.0000000000E+00    5.0778461257E-06   -2.2534076697E-03    5.8254242452E-08
   -2.2160000000E+00    2.4114542350E+01   -2.3891027166E-03    0.0000000000E+00    5.7078117904E-06   -2.3891027166E-03    6.0246825121E-08
   -2.2080000000E+00    2.3768199070E+01   -2.5319686953E-03    0.0000000000E+00    6.4108654737E-06   -2.5319686953E-03    6.2273766626E-08
   -2.2000000000E+00    2.3425600000E+01   -2.6823221360E-03    0.0000000000E+00    7.1948520411E-06   -2.6823221360E-03    6.4333929341E-08
   -2.1920000000E+00    2.3086718058E+01   -2.8404899941E-03    0.0000000000E+00    8.0683834067E-06   -2.8404899941E-03    6.6426072550E-08
   -2.1840000000E+00    2.2751526261E+01   -3.0068098098E-03    0.0000000000E+00    9.0409052323E-06   -3.0068098098E-03    6.8548850820E-08
   -2.1760000000E+00    2.2419997721E+01   -3.1816298602E-03    0.0000000000E+00    1.0122768567E-05   -3.1816298602E-03    7.0700812570E-08
   -2.1680000000E+00    2.2092105650E+01   -3.3653093048E-03    0.0000000000E+00    1.1325306717E-05   -3.3653093048E-03    7.2880398840E-08
   -2.1600000000E+00    2.1767823360E+01   -3.5582183226E-03    0.0000000000E+00    1.2660917631E-05   -3.5582183226E-03    7.5085942259E-08
   -2.1520000000E+00    2.1447124259E+01   -3.7607382404E-03    0.0000000000E+00    1.4143152113E-05   -3.7607382404E-03    7.7315666237E-08
   -2.1440000000E+00    2.1129981854E+01   -3.9732616527E-03    0.0000000000E+00    1.5786808161E-05   -3.9732616527E-03    7.9567684384E-08
   -2.1360000000E+00    2.0816369750E+01   -4.1961925310E-03    0.0000000000E+00    1.7608031758E-05   -4.1961925310E-03    8.1840000161E-08
   -2.1280000000E+00    2.0506261651E+01   -4.4299463240E-03    0.0000000000E+00    1.9624424433E-05   -4.4299463240E-03    8.4130506778E-08
