# Quartic Well - state n = 5
# Parity (even=+1, odd=-1) = -1
# gamma =   1.4142136E+00
# epsilon (numeric) =   1.3379337E+01
# Note: no analytic psi for quartic; psi_exact column is 0.0
# Xmax =   8.000000
# grid = 2001
# columns: xi   v(xi)   psi_num   psi_exact   psi_num^2   (psi_num-psi_exact)   step_err_psi
   -4.4160000000E+00    3.8029118512E+02    2.5850329920E-16    0.0000000000E+00    6.6823955699E-32    2.5850329920E-16    1.1178133082E-19
   -4.4080000000E+00    3.7754293126E+02    3.2152483297E-16    0.0000000000E+00    1.0337821822E-31    3.2152483297E-16    1.3753968296E-19
   -4.4000000000E+00    3.7480960000E+02    3.9958738886E-16    0.0000000000E+00    1.5967008134E-31    3.9958738886E-16    1.6909251001E-19
   -4.3920000000E+00    3.7209113723E+02    4.9620192708E-16    0.0000000000E+00    2.4621635244E-31    4.9620192708E-16    2.0771070338E-19
   -4.3840000000E+00    3.6938748894E+02    6.1568013538E-16    0.0000000000E+00    3.7906202910E-31    6.1568013538E-16    2.5493653553E-19
   -4.3760000000E+00    3.6669860119E+02    7.6331264693E-16    0.0000000000E+00    5.8264619697E-31    7.6331264693E-16    3.1263998696E-19
   -4.3680000000E+00    3.6402442017E+02    9.4558591811E-16    0.0000000000E+00    8.9413272853E-31    9.4558591811E-16    3.8308641547E-19
   -4.3600000000E+00    3.6136489216E+02    1.1704459275E-15    0.0000000000E+00    1.3699436693E-30    1.1704459275E-15    4.6901777844E-19
   -4.3520000000E+00    3.5871996353E+02    1.4476185319E-15    0.0000000000E+00    2.0955994138E-30    1.4476185319E-15    5.7375003529E-19
   -4.3440000000E+00    3.5608958075E+02    1.7889983207E-15    0.0000000000E+00    3.2005149915E-30    1.7889983207E-15    7.0128984826E-19
   -4.3360000000E+00    3.5347369040E+02    2.2091202165E-15    0.0000000000E+00    4.8802121310E-30    2.2091202165E-15    8.5647427996E-19
   -4.3280000000E+00    3.5087223915E+02    2.7257309427E-15    0.0000000000E+00    7.4296091720E-30    2.7257309427E-15    1.0451378694E-18
   -4.3200000000E+00    3.4828517376E+02    3.3604809220E-15    0.0000000000E+00    1.1292832027E-29    3.3604809220E-15    1.2743122736E-18
   -4.3120000000E+00    3.4571244110E+02    4.1397612767E-15    0.0000000000E+00    1.7137623428E-29    4.1397612767E-15    1.5524646083E-18
   -4.3040000000E+00    3.4315398814E+02    5.0957155055E-15    0.0000000000E+00    2.5966316513E-29    5.0957155055E-15    1.8897817354E-18
   -4.2960000000E+00    3.4060976194E+02    6.2674612615E-15    0.0000000000E+00    3.9281070664E-29    6.2674612615E-15    2.2985090521E-18
   -4.2880000000E+00    3.3807970966E+02    7.7025646192E-15    0.0000000000E+00    5.9329501713E-29    7.7025646192E-15    2.7933538682E-18
   -4.2800000000E+00    3.3556377856E+02    9.4588175165E-15    0.0000000000E+00    8.9469228811E-29    9.4588175165E-15    3.3919652585E-18
   -4.2720000000E+00    3.3306191600E+02    1.1606378915E-14    0.0000000000E+00    1.3470803151E-28    1.1606378915E-14    4.1155043782E-18
   -4.2640000000E+00    3.3057406944E+02    1.4230351943E-14    0.0000000000E+00    2.0250291641E-28    1.4230351943E-14    4.9893216922E-18
   -4.2560000000E+00    3.2810018642E+02    1.7433883202E-14    0.0000000000E+00    3.0394028350E-28    1.7433883202E-14    6.0437604446E-18
   -4.2480000000E+00    3.2564021461E+02    2.1341886907E-14    0.0000000000E+00    4.5547613676E-28    2.1341886907E-14    7.3151090508E-18
   -4.2400000000E+00    3.2319410176E+02    2.6105516095E-14    0.0000000000E+00    6.8149797058E-28    2.6105516095E-14    8.8467290125E-18
   -4.2320000000E+00    3.2076179571E+02    3.1907526283E-14    0.0000000000E+00    1.0180902335E-27    3.1907526283E-14    1.0690389513E-17
   -4.2240000000E+00    3.1834324441E+02    3.8968704343E-14    0.0000000000E+00    1.5185599181E-27    3.8968704343E-14    1.2907845162E-17
   -4.2160000000E+00    3.1593839592E+02    4.7555567731E-14    0.0000000000E+00    2.2615320222E-27    4.7555567731E-14    1.5572699538E-17
   -4.2080000000E+00    3.1354719837E+02    5.7989577421E-14    0.0000000000E+00    3.3627910894E-27    5.7989577421E-14    1.8772604334E-17
   -4.2000000000E+00    3.1116960000E+02    7.0658152987E-14    0.0000000000E+00    4.9925745836E-27    7.0658152987E-14    2.2611852244E-17
   -4.1920000000E+00    3.0880554916E+02    8.6027831441E-14    0.0000000000E+00    7.4007877824E-27    8.6027831441E-14    2.7214431387E-17
   -4.1840000000E+00    3.0645499429E+02    1.0465997399E-13    0.0000000000E+00    1.0953710156E-26    1.0465997399E-13    3.2727620210E-17
   -4.1760000000E+00    3.0411788393E+02    1.2722949858E-13    0.0000000000E+00    1.6187345309E-26    1.2722949858E-13    3.9326214777E-17
   -4.1680000000E+00    3.0179416671E+02    1.5454720262E-13    0.0000000000E+00    2.3884837839E-26    1.5454720262E-13    4.7217495267E-17
   -4.1600000000E+00    2.9948379136E+02    1.8758634203E-13    0.0000000000E+00    3.5188635717E-26    1.8758634203E-13    5.6647055792E-17
   -4.1520000000E+00    2.9718670672E+02    2.2751425202E-13    0.0000000000E+00    5.1762734873E-26    2.2751425202E-13    6.7905641524E-17
   -4.1440000000E+00    2.9490286173E+02    2.7572993507E-13    0.0000000000E+00    7.6026997093E-26    2.7572993507E-13    8.1337160110E-17
   -4.1360000000E+00    2.9263220540E+02    3.3390870530E-13    0.0000000000E+00    1.1149502347E-25    3.3390870530E-13    9.7348060715E-17
   -4.1280000000E+00    2.9037468687E+02    4.0405517048E-13    0.0000000000E+00    1.6326058079E-25    4.0405517048E-13    1.1641830449E-16
   -4.1200000000E+00    2.8813025536E+02    4.8856605709E-13    0.0000000000E+00    2.3869679214E-25    4.8856605709E-13    1.3911418512E-16
   -4.1120000000E+00    2.8589886020E+02    5.9030464600E-13    0.0000000000E+00    3.4845957509E-25    5.9030464600E-13    1.6610329820E-16
   -4.1040000000E+00    2.8368045081E+02    7.1268889242E-13    0.0000000000E+00    5.0792545737E-25    7.1268889242E-13    1.9817200416E-16
   -4.0960000000E+00    2.8147497671E+02    8.5979566030E-13    0.0000000000E+00    7.3924857747E-25    8.5979566030E-13    2.3624578214E-16
   -4.0880000000E+00    2.7928238752E+02    1.0364839175E-12    0.0000000000E+00    1.0742989112E-24    1.0364839175E-12    2.8141293233E-16
   -4.0800000000E+00    2.7710263296E+02    1.2485402218E-12    0.0000000000E+00    1.5588526854E-24    1.2485402218E-12    3.3495215338E-16
   -4.0720000000E+00    2.7493566284E+02    1.5028503909E-12    0.0000000000E+00    2.2585592975E-24    1.5028503909E-12    3.9836460000E-16
   -4.0640000000E+00    2.7278142708E+02    1.8076019047E-12    0.0000000000E+00    3.2674246460E-24    1.8076019047E-12    4.7341111562E-16
   -4.0560000000E+00    2.7063987569E+02    2.1725223459E-12    0.0000000000E+00    4.7198533433E-24    2.1725223459E-12    5.6215543745E-16
   -4.0480000000E+00    2.6851095878E+02    2.6091600688E-12    0.0000000000E+00    6.8077162648E-24    2.6091600688E-12    6.6701428759E-16
   -4.0400000000E+00    2.6639462656E+02    3.1312143072E-12    0.0000000000E+00    9.8045030377E-24    3.1312143072E-12    7.9081539637E-16
   -4.0320000000E+00    2.6429082934E+02    3.7549231128E-12    0.0000000000E+00    1.4099447583E-23    3.7549231128E-12    9.3686465474E-16
   -4.0240000000E+00    2.6219951752E+02    4.4995188893E-12    0.0000000000E+00    2.0245670235E-23    4.4995188893E-12    1.1090237633E-15
   -4.0160000000E+00    2.6012064160E+02    5.3877628649E-12    0.0000000000E+00    2.9027988688E-23    5.3877628649E-12    1.3117999395E-15
   -4.0080000000E+00    2.5805415220E+02    6.4465716774E-12    0.0000000000E+00    4.1558286391E-23    6.4465716774E-12    1.5504494638E-15
   -4.0000000000E+00    2.5600000000E+02    7.7077513526E-12    0.0000000000E+00    5.9409430914E-23    7.7077513526E-12    1.8310970938E-15
   -3.9920000000E+00    2.5395813581E+02    9.2088563903E-12    0.0000000000E+00    8.4803036017E-23    9.2088563903E-12    2.1608736578E-15
   -3.9840000000E+00    2.5192851053E+02    1.0994194472E-11    0.0000000000E+00    1.2087231208E-22    1.0994194472E-11    2.5480744527E-15
   -3.9760000000E+00    2.4991107515E+02    1.3116000529E-11    0.0000000000E+00    1.7202946986E-22    1.3116000529E-11    3.0023414325E-15
   -3.9680000000E+00    2.4790578076E+02    1.5635807617E-11    0.0000000000E+00    2.4447847983E-22    1.5635807617E-11    3.5348725758E-15
   -3.9600000000E+00    2.4591257856E+02    1.8626046304E-11    0.0000000000E+00    3.4692960093E-22    1.8626046304E-11    4.1586622715E-15
   -3.9520000000E+00    2.4393141984E+02    2.2171909159E-11    0.0000000000E+00    4.9159355576E-22    2.2171909159E-11    4.8887770760E-15
   -3.9440000000E+00    2.4196225598E+02    2.6373522549E-11    0.0000000000E+00    6.9556269162E-22    2.6373522549E-11    5.7426717663E-15
   -3.9360000000E+00    2.4000503847E+02    3.1348474363E-11    0.0000000000E+00    9.8272684489E-22    3.1348474363E-11    6.7405512546E-15
   -3.9280000000E+00    2.3805971891E+02    3.7234753652E-11    0.0000000000E+00    1.3864268795E-21    3.7234753652E-11    7.9057846548E-15
   -3.9200000000E+00    2.3612624896E+02    4.4194166562E-11    0.0000000000E+00    1.9531243581E-21    4.4194166562E-11    9.2653785931E-15
   -3.9120000000E+00    2.3420458042E+02    5.2416302576E-11    0.0000000000E+00    2.7474687757E-21    5.2416302576E-11    1.0850517761E-14
   -3.9040000000E+00    2.3229466516E+02    6.2123136047E-11    0.0000000000E+00    3.8592840323E-21    6.2123136047E-11    1.2697181713E-14
   -3.8960000000E+00    2.3039645516E+02    7.3574360517E-11    0.0000000000E+00    5.4131865255E-21    7.3574360517E-11    1.4846848046E-14
   -3.8880000000E+00    2.2850990250E+02    8.7073567602E-11    0.0000000000E+00    7.5818061749E-21    8.7073567602E-11    1.7347293327E-14
   -3.8800000000E+00    2.2663495936E+02    1.0297539846E-10    0.0000000000E+00    1.0603932689E-20    1.0297539846E-10    2.0253504573E-14
   -3.8720000000E+00    2.2477157800E+02    1.2169381439E-10    0.0000000000E+00    1.4809384462E-20    1.2169381439E-10    2.3628715586E-14
   -3.8640000000E+00    2.2291971081E+02    1.4371165401E-10    0.0000000000E+00    2.0653039499E-20    1.4371165401E-10    2.7545584228E-14
   -3.8560000000E+00    2.2107931024E+02    1.6959166853E-10    0.0000000000E+00    2.8761334033E-20    1.6959166853E-10    3.2087528584E-14
   -3.8480000000E+00    2.1925032887E+02    1.9998925346E-10    0.0000000000E+00    3.9995701500E-20    1.9998925346E-10    3.7350242118E-14
   -3.8400000000E+00    2.1743271936E+02    2.3566712615E-10    0.0000000000E+00    5.5538994345E-20    2.3566712615E-10    4.3443410257E-14
   -3.8320000000E+00    2.1562643448E+02    2.7751223279E-10    0.0000000000E+00    7.7013039350E-20    2.7751223279E-10    5.0492653442E-14
   -3.8240000000E+00    2.1383142710E+02    3.2655520861E-10    0.0000000000E+00    1.0663830427E-19    3.2655520861E-10    5.8641724561E-14
   -3.8160000000E+00    2.1204765016E+02    3.8399275862E-10    0.0000000000E+00    1.4745043867E-19    3.8399275862E-10    6.8054991813E-14
   -3.8080000000E+00    2.1027505675E+02    4.5121337741E-10    0.0000000000E+00    2.0359351195E-19    4.5121337741E-10    7.8920241591E-14
   -3.8000000000E+00    2.0851360000E+02    5.2982688243E-10    0.0000000000E+00    2.8071652535E-19    5.2982688243E-10    9.1451839761E-14
   -3.7920000000E+00    2.0676323318E+02    6.2169829974E-10    0.0000000000E+00    3.8650877590E-19    6.2169829974E-10    1.0589429396E-13
   -3.7840000000E+00    2.0502390965E+02    7.2898671290E-10    0.0000000000E+00    5.3142162758E-19    7.2898671290E-10    1.2252626414E-13
   -3.7760000000E+00    2.0329558285E+02    8.5418976698E-10    0.0000000000E+00    7.2964015802E-19    8.5418976698E-10    1.4166507375E-13
   -3.7680000000E+00    2.0157820633E+02    1.0001946108E-09    0.0000000000E+00    1.0003892595E-18    1.0001946108E-09    1.6367177937E-13
   -3.7600000000E+00    1.9987173376E+02    1.1703361629E-09    0.0000000000E+00    1.3696867342E-18    1.1703361629E-09    1.8895686277E-13
   -3.7520000000E+00    1.9817611887E+02    1.3684637019E-09    0.0000000000E+00    1.8726929033E-18    1.3684637019E-09    2.1798661610E-13
   -3.7440000000E+00    1.9649131551E+02    1.5990169106E-09    0.0000000000E+00    2.5568550803E-18    1.5990169106E-09    2.5129029799E-13
   -3.7360000000E+00    1.9481727763E+02    1.8671126485E-09    0.0000000000E+00    3.4861096423E-18    1.8671126485E-09    2.8946814635E-13
   -3.7280000000E+00    1.9315395926E+02    2.1786438881E-09    0.0000000000E+00    4.7464891911E-18    2.1786438881E-09    3.3320034225E-13
   -3.7200000000E+00    1.9150131456E+02    2.5403924312E-09    0.0000000000E+00    6.4535937046E-18    2.5403924312E-09    3.8325702857E-13
   -3.7120000000E+00    1.8985929776E+02    2.9601572262E-09    0.0000000000E+00    8.7625308037E-18    2.9601572262E-09    4.4050949722E-13
   -3.7040000000E+00    1.8822786319E+02    3.4469003284E-09    0.0000000000E+00    1.1881121874E-17    3.4469003284E-09    5.0594266978E-13
   -3.6960000000E+00    1.8660696529E+02    4.0109128022E-09    0.0000000000E+00    1.6087421507E-17    4.0109128022E-09    5.8066900824E-13
   -3.6880000000E+00    1.8499655861E+02    4.6640031400E-09    0.0000000000E+00    2.1752925290E-17    4.6640031400E-09    6.6594400527E-13
   -3.6800000000E+00    1.8339659776E+02    5.4197110888E-09    0.0000000000E+00    2.9373268286E-17    5.4197110888E-09    7.6318341758E-13
   -3.6720000000E+00    1.8180703749E+02    6.2935501193E-09    0.0000000000E+00    3.9608773104E-17    6.2935501193E-09    8.7398242040E-13
   -3.6640000000E+00    1.8022783261E+02    7.3032821611E-09    0.0000000000E+00    5.3337930324E-17    7.3032821611E-09    1.0001368776E-12
   -3.6560000000E+00    1.7865893806E+02    8.4692286543E-09    0.0000000000E+00    7.1727833998E-17    8.4692286543E-09    1.1436669389E-12
   -3.6480000000E+00    1.7710030887E+02    9.8146224435E-09    0.0000000000E+00    9.6326813708E-17    9.8146224435E-09    1.3068431940E-12
   -3.6400000000E+00    1.7555190016E+02    1.1366005567E-08    0.0000000000E+00    1.2918608255E-16    1.1366005567E-08    1.4922156344E-12
   -3.6320000000E+00    1.7401366715E+02    1.3153678576E-08    0.0000000000E+00    1.7301926009E-16    1.3153678576E-08    1.7026456915E-12
   -3.6240000000E+00    1.7248556516E+02    1.5212207666E-08    0.0000000000E+00    2.3141126207E-16    1.5212207666E-08    1.9413416475E-12
   -3.6160000000E+00    1.7096754961E+02    1.7580996606E-08    0.0000000000E+00    3.0909144166E-16    1.7580996606E-08    2.2118977343E-12
   -3.6080000000E+00    1.6945957602E+02    2.0304931258E-08    0.0000000000E+00    4.1229023340E-16    2.0304931258E-08    2.5183372638E-12
   -3.6000000000E+00    1.6796160000E+02    2.3435105316E-08    0.0000000000E+00    5.4920416117E-16    2.3435105316E-08    2.8651601602E-12
   -3.5920000000E+00    1.6647357727E+02    2.7029636875E-08    0.0000000000E+00    7.3060126959E-16    2.7029636875E-08    3.2573952923E-12
   -3.5840000000E+00    1.6499546364E+02    3.1154586486E-08    0.0000000000E+00    9.7060825911E-16    3.1154586486E-08    3.7006580353E-12
   -3.5760000000E+00    1.6352721503E+02    3.5884988496E-08    0.0000000000E+00    1.2877323994E-15    3.5884988496E-08    4.2012135223E-12
   -3.5680000000E+00    1.6206878743E+02    4.1306008760E-08    0.0000000000E+00    1.7061863597E-15    4.1306008760E-08    4.7660460805E-12
   -3.5600000000E+00    1.6062013696E+02    4.7514243194E-08    0.0000000000E+00    2.2576033063E-15    4.7514243194E-08    5.4029353814E-12
   -3.5520000000E+00    1.5918121982E+02    5.4619173179E-08    0.0000000000E+00    2.9832540788E-15    5.4619173179E-08    6.1205398717E-12
   -3.5440000000E+00    1.5775199232E+02    6.2744795477E-08    0.0000000000E+00    3.9369093595E-15    6.2744795477E-08    6.9284880909E-12
   -3.5360000000E+00    1.5633241086E+02    7.2031446183E-08    0.0000000000E+00    5.1885292392E-15    7.2031446183E-08    7.8374785195E-12
   -3.5280000000E+00    1.5492243194E+02    8.2637840213E-08    0.0000000000E+00    6.8290126350E-15    8.2637840213E-08    8.8593886458E-12
   -3.5200000000E+00    1.5352201216E+02    9.4743350031E-08    0.0000000000E+00    8.9763023751E-15    9.4743350031E-08    1.0007393983E-11
   -3.5120000000E+00    1.5213110821E+02    1.0855054969E-07    0.0000000000E+00    1.1783221839E-14    1.0855054969E-07    1.1296097809E-11
   -3.5040000000E+00    1.5074967690E+02    1.2428805289E-07    0.0000000000E+00    1.5447520092E-14    1.2428805289E-07    1.2741672451E-11
   -3.4960000000E+00    1.4937767510E+02    1.4221367652E-07    0.0000000000E+00    2.0224729790E-14    1.4221367652E-07    1.4362012989E-11
   -3.4880000000E+00    1.4801505983E+02    1.6261796434E-07    0.0000000000E+00    2.6444602326E-14    1.6261796434E-07    1.6176904282E-11
   -3.4800000000E+00    1.4666178816E+02    1.8582810868E-07    0.0000000000E+00    3.4532085974E-14    1.8582810868E-07    1.8208202296E-11
   -3.4720000000E+00    1.4531781729E+02    2.1221231174E-07    0.0000000000E+00    4.5034065252E-14    2.1221231174E-07    2.0480030738E-11
   -3.4640000000E+00    1.4398310450E+02    2.4218463202E-07    0.0000000000E+00    5.8653395987E-14    2.4218463202E-07    2.3018994076E-11
   -3.4560000000E+00    1.4265760717E+02    2.7621036560E-07    0.0000000000E+00    7.6292166066E-14    2.7621036560E-07    2.5854408040E-11
   -3.4480000000E+00    1.4134128280E+02    3.1481201661E-07    0.0000000000E+00    9.9106605804E-14    3.1481201661E-07    2.9018548787E-11
   -3.4400000000E+00    1.4003408896E+02    3.5857591635E-07    0.0000000000E+00    1.2857668779E-13    3.5857591635E-07    3.2546921940E-11
   -3.4320000000E+00    1.3873598333E+02    4.0815955567E-07    0.0000000000E+00    1.6659422289E-13    4.0815955567E-07    3.6478552757E-11
   -3.4240000000E+00    1.3744692370E+02    4.6429970119E-07    0.0000000000E+00    2.1557421252E-13    4.6429970119E-07    4.0856298748E-11
   -3.4160000000E+00    1.3616686793E+02    5.2782137212E-07    0.0000000000E+00    2.7859540087E-13    5.2782137212E-07    4.5727186098E-11
   -3.4080000000E+00    1.3489577401E+02    5.9964776121E-07    0.0000000000E+00    3.5957743752E-13    5.9964776121E-07    5.1142771278E-11
   -3.4000000000E+00    1.3363360000E+02    6.8081119037E-07    0.0000000000E+00    4.6350387693E-13    6.8081119037E-07    5.7159529304E-11
   -3.3920000000E+00    1.3238030408E+02    7.7246519967E-07    0.0000000000E+00    5.9670248470E-13    7.7246519967E-07    6.3839270090E-11
   -3.3840000000E+00    1.3113584452E+02    8.7589787623E-07    0.0000000000E+00    7.6719708958E-13    8.7589787623E-07    7.1249584429E-11
   -3.3760000000E+00    1.2990017969E+02    9.9254653875E-07    0.0000000000E+00    9.8514863159E-13    9.9254653875E-07    7.9464321105E-11
   -3.3680000000E+00    1.2867326804E+02    1.1240139030E-06    0.0000000000E+00    1.2634072540E-12    1.1240139030E-06    8.8564096709E-11
   -3.3600000000E+00    1.2745506816E+02    1.2720858630E-06    0.0000000000E+00    1.6182024427E-12    1.2720858630E-06    9.8636839704E-11
   -3.3520000000E+00    1.2624553870E+02    1.4387510351E-06    0.0000000000E+00    2.0700045410E-12    1.4387510351E-06    1.0977837033E-10
   -3.3440000000E+00    1.2504463842E+02    1.6262222216E-06    0.0000000000E+00    2.6445987139E-12    1.6262222216E-06    1.2209301789E-10
   -3.3360000000E+00    1.2385232618E+02    1.8369599642E-06    0.0000000000E+00    3.3744219102E-12    1.8369599642E-06    1.3569427702E-10
   -3.3280000000E+00    1.2266856094E+02    2.0736983712E-06    0.0000000000E+00    4.3002249346E-12    2.0736983712E-06    1.5070550440E-10
   -3.3200000000E+00    1.2149330176E+02    2.3394734135E-06    0.0000000000E+00    5.4731358522E-12    2.3394734135E-06    1.6726065747E-10
   -3.3120000000E+00    1.2032650779E+02    2.6376539032E-06    0.0000000000E+00    6.9572181130E-12    2.6376539032E-06    1.8550507659E-10
   -3.3040000000E+00    1.1916813829E+02    2.9719753804E-06    0.0000000000E+00    8.8326376620E-12    2.9719753804E-06    2.0559631197E-10
   -3.2960000000E+00    1.1801815260E+02    3.3465771523E-06    0.0000000000E+00    1.1199578636E-11    3.3465771523E-06    2.2770499676E-10
   -3.2880000000E+00    1.1687651017E+02    3.7660427451E-06    0.0000000000E+00    1.4183077958E-11    3.7660427451E-06    2.5201576746E-10
   -3.2800000000E+00    1.1574317056E+02    4.2354440490E-06    0.0000000000E+00    1.7938986292E-11    4.2354440490E-06    2.7872823277E-10
   -3.2720000000E+00    1.1461809341E+02    4.7603894535E-06    0.0000000000E+00    2.2661307749E-11    4.7603894535E-06    3.0805799182E-10
   -3.2640000000E+00    1.1350123846E+02    5.3470762922E-06    0.0000000000E+00    2.8591224875E-11    5.3470762922E-06    3.4023770265E-10
   -3.2560000000E+00    1.1239256556E+02    6.0023479368E-06    0.0000000000E+00    3.6028180755E-11    6.0023479368E-06    3.7551820149E-10
   -3.2480000000E+00    1.1129203465E+02    6.7337559021E-06    0.0000000000E+00    4.5343468549E-11    6.7337559021E-06    4.1416967335E-10
   -3.2400000000E+00    1.1019960576E+02    7.5496273478E-06    0.0000000000E+00    5.6996873090E-11    7.5496273478E-06    4.5648287410E-10
   -3.2320000000E+00    1.0911523904E+02    8.4591383855E-06    0.0000000000E+00    7.1557022225E-11    8.4591383855E-06    5.0277040402E-10
   -3.2240000000E+00    1.0803889472E+02    9.4723936266E-06    0.0000000000E+00    8.9726241017E-11    9.4723936266E-06    5.5336803246E-10
   -3.2160000000E+00    1.0697053313E+02    1.0600512431E-05    0.0000000000E+00    1.1237086380E-10    1.0600512431E-05    6.0863607296E-10
   -3.2080000000E+00    1.0591011472E+02    1.1855722344E-05    0.0000000000E+00    1.4055815229E-10    1.1855722344E-05    6.6896080802E-10
   -3.2000000000E+00    1.0485760000E+02    1.3251460240E-05    0.0000000000E+00    1.7560119849E-10    1.3251460240E-05    7.3475596193E-10
   -3.1920000000E+00    1.0381294961E+02    1.4802481717E-05    0.0000000000E+00    2.1911346497E-10    1.4802481717E-05    8.0646422013E-10
   -3.1840000000E+00    1.0277612428E+02    1.6524979312E-05    0.0000000000E+00    2.7307494125E-10    1.6524979312E-05    8.8455879279E-10
   -3.1760000000E+00    1.0174708482E+02    1.8436710154E-05    0.0000000000E+00    3.3991228132E-10    1.8436710154E-05    9.6954502003E-10
   -3.1680000000E+00    1.0072579218E+02    2.0557133686E-05    0.0000000000E+00    4.2259574537E-10    2.0557133686E-05    1.0619620156E-09
   -3.1600000000E+00    9.9712207360E+01    2.2907560117E-05    0.0000000000E+00    5.2475631049E-10    2.2907560117E-05    1.1623843451E-09
   -3.1520000000E+00    9.8706291491E+01    2.5511310329E-05    0.0000000000E+00    6.5082695472E-10    2.5511310329E-05    1.2714237352E-09
   -3.1440000000E+00    9.7708005790E+01    2.8393887959E-05    0.0000000000E+00    8.0621287340E-10    2.8393887959E-05    1.3897308077E-09
   -3.1360000000E+00    9.6717311574E+01    3.1583164420E-05    0.0000000000E+00    9.9749627480E-10    3.1583164420E-05    1.5179968340E-09
   -3.1280000000E+00    9.5734170259E+01    3.5109577698E-05    0.0000000000E+00    1.2326824461E-09    3.5109577698E-05    1.6569555033E-09
   -3.1200000000E+00    9.4758543360E+01    3.9006345722E-05    0.0000000000E+00    1.5214950066E-09    3.9006345722E-05    1.8073846977E-09
   -3.1120000000E+00    9.3790392488E+01    4.3309695219E-05    0.0000000000E+00    1.8757297000E-09    4.3309695219E-05    1.9701082661E-09
   -3.1040000000E+00    9.2829679354E+01    4.8059106939E-05    0.0000000000E+00    2.3096777598E-09    4.8059106939E-05    2.1459977887E-09
   -3.0960000000E+00    9.1876365767E+01    5.3297578207E-05    0.0000000000E+00    2.8406318427E-09    5.3297578207E-05    2.3359743229E-09
   -3.0880000000E+00    9.0930413634E+01    5.9071903773E-05    0.0000000000E+00    3.4894898154E-09    5.9071903773E-05    2.5410101200E-09
   -3.0800000000E+00    8.9991784960E+01    6.5432975976E-05    0.0000000000E+00    4.2814743451E-09    6.5432975976E-05    2.7621303020E-09
   -3.0720000000E+00    8.9060441850E+01    7.2436105260E-05    0.0000000000E+00    5.2469893452E-09    7.2436105260E-05    3.0004144865E-09
   -3.0640000000E+00    8.8136346505E+01    8.0141362123E-05    0.0000000000E+00    6.4226379230E-09    8.0141362123E-05    3.2569983459E-09
   -3.0560000000E+00    8.7219461226E+01    8.8613941605E-05    0.0000000000E+00    7.8524306468E-09    8.8613941605E-05    3.5330750887E-09
   -3.0480000000E+00    8.6309748412E+01    9.7924551440E-05    0.0000000000E+00    9.5892177747E-09    9.7924551440E-05    3.8298968467E-09
   -3.0400000000E+00    8.5407170560E+01    1.0814982504E-04    0.0000000000E+00    1.1696384657E-08    1.0814982504E-04    4.1487759523E-09
   -3.0320000000E+00    8.4511690265E+01    1.1937276052E-04    0.0000000000E+00    1.4249855954E-08    1.1937276052E-04    4.4910860908E-09
   -3.0240000000E+00    8.3623270220E+01    1.3168318687E-04    0.0000000000E+00    1.7340461706E-08    1.3168318687E-04    4.8582633074E-09
   -3.0160000000E+00    8.2741873218E+01    1.4517825871E-04    0.0000000000E+00    2.1076726803E-08    1.4517825871E-04    5.2518068520E-09
   -3.0080000000E+00    8.1867462148E+01    1.5996298059E-04    0.0000000000E+00    2.5588155159E-08    1.5996298059E-04    5.6732798416E-09
   -3.0000000000E+00    8.1000000000E+01    1.7615076231E-04    0.0000000000E+00    3.1029091061E-08    1.7615076231E-04    6.1243097201E-09
   -2.9920000000E+00    8.0139449860E+01    1.9386400645E-04    0.0000000000E+00    3.7583252999E-08    1.9386400645E-04    6.6065884922E-09
   -2.9840000000E+00    7.9285774914E+01    2.1323472938E-04    0.0000000000E+00    4.5469049814E-08    2.1323472938E-04    7.1218727116E-09
   -2.9760000000E+00    7.8438938444E+01    2.3440521691E-04    0.0000000000E+00    5.4945805715E-08    2.3440521691E-04    7.6719831981E-09
   -2.9680000000E+00    7.7598903833E+01    2.5752871605E-04    0.0000000000E+00    6.6321039590E-08    2.5752871605E-04    8.2588044610E-09
   -2.9600000000E+00    7.6765634560E+01    2.8277016393E-04    0.0000000000E+00    7.9958965606E-08    2.8277016393E-04    8.8842838020E-09
   -2.9520000000E+00    7.5939094204E+01    3.1030695518E-04    0.0000000000E+00    9.6290406436E-08    3.1030695518E-04    9.5504300756E-09
   -2.9440000000E+00    7.5119246442E+01    3.4032974903E-04    0.0000000000E+00    1.1582433808E-07    3.4032974903E-04    1.0259312076E-08
   -2.9360000000E+00    7.4306055049E+01    3.7304331712E-04    0.0000000000E+00    1.3916131645E-07    3.7304331712E-04    1.1013056532E-08
   -2.9280000000E+00    7.3499483898E+01    4.0866743331E-04    0.0000000000E+00    1.6700907105E-07    4.0866743331E-04    1.1813845669E-08
   -2.9200000000E+00    7.2699496960E+01    4.4743780655E-04    0.0000000000E+00    2.0020059073E-07    4.4743780655E-04    1.2663914330E-08
   -2.9120000000E+00    7.1906058306E+01    4.8960705767E-04    0.0000000000E+00    2.3971507092E-07    4.8960705767E-04    1.3565546612E-08
   -2.9040000000E+00    7.1119132103E+01   -4.4743780655E-04    0.0000000000E+00    2.0020059073E-07   -4.4743780655E-04    1.3420727269E-08
   -2.8960000000E+00    7.0338682618E+01   -4.8905054282E-04    0.0000000000E+00    2.3917043343E-07   -4.8905054282E-04    1.4340512467E-08
   -2.8880000000E+00    6.9564674216E+01   -5.3423032531E-04    0.0000000000E+00    2.8540204048E-07   -5.3423032531E-04    1.5312386953E-08
