# Quartic Well - state n = 7
# Parity (even=+1, odd=-1) = -1
# gamma =   1.4142136E+00
# epsilon (numeric) =   2.0220851E+01
# Note: no analytic psi for quartic; psi_exact column is 0.0
# Xmax =   8.000000
# grid = 2001
# columns: xi   v(xi)   psi_num   psi_exact   psi_num^2   (psi_num-psi_exact)   step_err_psi
   -8.0000000000E+00    4.0960000000E+03   -3.5576759485-102    0.0000000000E+00    1.2657058154-203   -3.5576759485-102    0.0000000000E+00
   -7.7040000000E+00    3.5226143218E+03   -5.4329955768E-91    0.0000000000E+00    2.9517440938-181   -5.4329955768E-91    4.2572214877E-93
   -7.6960000000E+00    3.5080052619E+03   -1.0609498725E-90    0.0000000000E+00    1.1256146320-180   -1.0609498725E-90    8.2704455877E-93
   -7.6880000000E+00    3.4934416894E+03   -2.0689341376E-90    0.0000000000E+00    4.2804884657-180   -2.0689341376E-90    1.6044435056E-92
   -7.6800000000E+00    3.4789235098E+03   -4.0289822783E-90    0.0000000000E+00    1.6232698199-179   -4.0289822783E-90    3.1082318456E-92
   -7.6720000000E+00    3.4644506287E+03   -7.8350458742E-90    0.0000000000E+00    6.1387943851-179   -7.8350458742E-90    6.0130724181E-92
   -7.6640000000E+00    3.4500229517E+03   -1.5215486011E-89    0.0000000000E+00    2.3151101456-178   -1.5215486011E-89    1.1616468333E-91
   -7.6560000000E+00    3.4356403847E+03   -2.9507255541E-89    0.0000000000E+00    8.7067812959-178   -2.9507255541E-89    2.2410267422E-91
   -7.6480000000E+00    3.4213028335E+03   -5.7144062755E-89    0.0000000000E+00    3.2654439082-177   -5.7144062755E-89    4.3173356144E-91
   -7.6400000000E+00    3.4070102042E+03   -1.1051298824E-88    0.0000000000E+00    1.2213120569-176   -1.1051298824E-88    8.3057915037E-91
   -7.6320000000E+00    3.3927624026E+03   -2.1343028630E-88    0.0000000000E+00    4.5552487109-176   -2.1343028630E-88    1.5956707367E-90
   -7.6240000000E+00    3.3785593351E+03   -4.1162324569E-88    0.0000000000E+00    1.6943369639-175   -4.1162324569E-88    3.0612808511E-90
   -7.6160000000E+00    3.3644009079E+03   -7.9276681888E-88    0.0000000000E+00    6.2847922912-175   -7.9276681888E-88    5.8649093815E-90
   -7.6080000000E+00    3.3502870274E+03   -1.5247314804E-87    0.0000000000E+00    2.3248060874-174   -1.5247314804E-87    1.1220656635E-89
   -7.6000000000E+00    3.3362176000E+03   -2.9284931017E-87    0.0000000000E+00    8.5760718470-174   -2.9284931017E-87    2.1437526407E-89
   -7.5920000000E+00    3.3221925323E+03   -5.6169244762E-87    0.0000000000E+00    3.1549840571-173   -5.6169244762E-87    4.0900734166E-89
   -7.5840000000E+00    3.3082117309E+03   -1.0758633412E-86    0.0000000000E+00    1.1574819289-172   -1.0758633412E-86    7.7927037256E-89
   -7.5760000000E+00    3.2942751026E+03   -2.0578816102E-86    0.0000000000E+00    4.2348767216-172   -2.0578816102E-86    1.4826766722E-88
   -7.5680000000E+00    3.2803825543E+03   -3.9308730614E-86    0.0000000000E+00    1.5451763025-171   -3.9308730614E-86    2.8171279425E-88
   -7.5600000000E+00    3.2665339930E+03   -7.4983138625E-86    0.0000000000E+00    5.6224710780-171   -7.4983138625E-86    5.3452634337E-88
   -7.5520000000E+00    3.2527293256E+03   -1.4283833477E-85    0.0000000000E+00    2.0402789881-170   -1.4283833477E-85    1.0128256242E-87
   -7.5440000000E+00    3.2389684593E+03   -2.7172720119E-85    0.0000000000E+00    7.3835671866-170   -2.7172720119E-85    1.9164781409E-87
   -7.5360000000E+00    3.2252513014E+03   -5.1621335025E-85    0.0000000000E+00    2.6647622298-169   -5.1621335025E-85    3.6214065428E-87
   -7.5280000000E+00    3.2115777592E+03   -9.7934054289E-85    0.0000000000E+00    9.5910789895-169   -9.7934054289E-85    6.8336937894E-87
   -7.5200000000E+00    3.1979477402E+03   -1.8554413334E-84    0.0000000000E+00    3.4426625419-168   -1.8554413334E-84    1.2877725613E-86
   -7.5120000000E+00    3.1843611519E+03   -3.5105108353E-84    0.0000000000E+00    1.2323686325-167   -3.5105108353E-84    2.4234208445E-86
   -7.5040000000E+00    3.1708179019E+03   -6.6329024827E-84    0.0000000000E+00    4.3995395345-167   -6.6329024827E-84    4.5543366409E-86
   -7.4960000000E+00    3.1573178981E+03   -1.2515485946E-83    0.0000000000E+00    1.5663738847-166   -1.2515485946E-83    8.5472938800E-86
   -7.4880000000E+00    3.1438610482E+03   -2.3583227360E-83    0.0000000000E+00    5.5616861269-166   -2.3583227360E-83    1.6019168173E-85
   -7.4800000000E+00    3.1304472602E+03   -4.4378312294E-83    0.0000000000E+00    1.9694346021-165   -4.4378312294E-83    2.9981937962E-85
   -7.4720000000E+00    3.1170764421E+03   -8.3397101287E-83    0.0000000000E+00    6.9550765031-165   -8.3397101287E-83    5.6038752317E-85
   -7.4640000000E+00    3.1037485020E+03   -1.5651081962E-82    0.0000000000E+00    2.4495636658-164   -1.5651081962E-82    1.0459883046E-84
   -7.4560000000E+00    3.0904633482E+03   -2.9332671531E-82    0.0000000000E+00    8.6040561912-164   -2.9332671531E-82    1.9497342227E-84
   -7.4480000000E+00    3.0772208891E+03   -5.4900123612E-82    0.0000000000E+00    3.0140235726-163   -5.4900123612E-82    3.6293998361E-84
   -7.4400000000E+00    3.0640210330E+03   -1.0261481882E-81    0.0000000000E+00    1.0529801041-162   -1.0261481882E-81    6.7469210784E-84
   -7.4320000000E+00    3.0508636884E+03   -1.9154133375E-81    0.0000000000E+00    3.6688082536-162   -1.9154133375E-81    1.2525309292E-83
   -7.4240000000E+00    3.0377487641E+03   -3.5705178049E-81    0.0000000000E+00    1.2748597395-161   -3.5705178049E-81    2.3221159500E-83
   -7.4160000000E+00    3.0246761687E+03   -6.6468637663E-81    0.0000000000E+00    4.4180797927-161   -6.6468637663E-81    4.2992485954E-83
   -7.4080000000E+00    3.0116458110E+03   -1.2357193238E-80    0.0000000000E+00    1.5270022472-160   -1.2357193238E-80    7.9490463331E-83
   -7.4000000000E+00    2.9986576000E+03   -2.2942513294E-80    0.0000000000E+00    5.2635891626-160   -2.2942513294E-80    1.4677494038E-82
   -7.3920000000E+00    2.9857114447E+03   -4.2538370248E-80    0.0000000000E+00    1.8095129434-159   -4.2538370248E-80    2.7064736979E-82
   -7.3840000000E+00    2.9728072542E+03   -7.8766221165E-80    0.0000000000E+00    6.2041175966-159   -7.8766221165E-80    4.9839229927E-82
   -7.3760000000E+00    2.9599449377E+03   -1.4565288473E-79    0.0000000000E+00    2.1214762830-158   -1.4565288473E-79    9.1654765436E-82
   -7.3680000000E+00    2.9471244046E+03   -2.6897919814E-79    0.0000000000E+00    7.2349809033-158   -2.6897919814E-79    1.6832770104E-81
   -7.3600000000E+00    2.9343455642E+03   -4.9606596447E-79    0.0000000000E+00    2.4608144110-157   -4.9606596447E-79    3.0872624371E-81
   -7.3520000000E+00    2.9216083260E+03   -9.1365430927E-79    0.0000000000E+00    8.3476419684-157   -9.1365430927E-79    5.6546993769E-81
   -7.3440000000E+00    2.9089125998E+03   -1.6805317860E-78    0.0000000000E+00    2.8241870836-156   -1.6805317860E-78    1.0343418809E-80
   -7.3360000000E+00    2.8962582951E+03   -3.0869849474E-78    0.0000000000E+00    9.5294760654-156   -3.0869849474E-78    1.8894609247E-80
   -7.3280000000E+00    2.8836453218E+03   -5.6629908103E-78    0.0000000000E+00    3.2069464918-155   -5.6629908103E-78    3.4469226445E-80
   -7.3200000000E+00    2.8710735898E+03   -1.0374839211E-77    0.0000000000E+00    1.0763728866-154   -1.0374839211E-77    6.2797965984E-80
   -7.3120000000E+00    2.8585430090E+03   -1.8981987097E-77    0.0000000000E+00    3.6031583417-154   -1.8981987097E-77    1.1425642624E-79
   -7.3040000000E+00    2.8460534897E+03   -3.4683855058E-77    0.0000000000E+00    1.2029698017-153   -3.4683855058E-77    2.0760476333E-79
   -7.2960000000E+00    2.8336049420E+03   -6.3290576227E-77    0.0000000000E+00    4.0056970391-153   -6.3290576227E-77    3.7671786134E-79
   -7.2880000000E+00    2.8211972761E+03   -1.1533930859E-76    0.0000000000E+00    1.3303156106-152   -1.1533930859E-76    6.8268118073E-79
   -7.2800000000E+00    2.8088304026E+03   -2.0991470030E-76    0.0000000000E+00    4.4064181404-152   -2.0991470030E-76    1.2355009164E-78
   -7.2720000000E+00    2.7965042318E+03   -3.8153658419E-76    0.0000000000E+00    1.4557016507-151   -3.8153658419E-76    2.2330180604E-78
   -7.2640000000E+00    2.7842186744E+03   -6.9256087711E-76    0.0000000000E+00    4.7964056851-151   -6.9256087711E-76    4.0305658713E-78
   -7.2560000000E+00    2.7719736410E+03   -1.2554770090E-75    0.0000000000E+00    1.5762225201-150   -1.2554770090E-75    7.2654921132E-78
   -7.2480000000E+00    2.7597690425E+03   -2.2729465595E-75    0.0000000000E+00    5.1662860621-150   -2.2729465595E-75    1.3079461811E-77
   -7.2400000000E+00    2.7476047898E+03   -4.1096037225E-75    0.0000000000E+00    1.6888842756-149   -4.1096037225E-75    2.3514791904E-77
   -7.2320000000E+00    2.7354807937E+03   -7.4206429706E-75    0.0000000000E+00    5.5065942097-149   -7.4206429706E-75    4.2220117122E-77
   -7.2240000000E+00    2.7233969655E+03   -1.3381802209E-74    0.0000000000E+00    1.7907263037-148   -1.3381802209E-74    7.5705138316E-77
   -7.2160000000E+00    2.7113532163E+03   -2.4100151030E-74    0.0000000000E+00    5.8081727968-148   -2.4100151030E-74    1.3556872501E-76
   -7.2080000000E+00    2.6993494573E+03   -4.3346857642E-74    0.0000000000E+00    1.8789500674-147   -4.3346857642E-74    2.4245017290E-76
   -7.2000000000E+00    2.6873856000E+03   -7.7862578513E-74    0.0000000000E+00    6.0625811326-147   -7.7862578513E-74    4.3302694215E-76
   -7.1920000000E+00    2.6754615558E+03   -1.3967988239E-73    0.0000000000E+00    1.9510469543-146   -1.3967988239E-73    7.7239129969E-76
   -7.1840000000E+00    2.6635772363E+03   -2.5024964249E-73    0.0000000000E+00    6.2624883568-146   -2.5024964249E-73    1.3759113859E-75
   -7.1760000000E+00    2.6517325532E+03   -4.4776300305E-73    0.0000000000E+00    2.0049170690-145   -4.4776300305E-73    2.4477935930E-75
   -7.1680000000E+00    2.6399274183E+03   -8.0012657142E-73    0.0000000000E+00    6.4020253030-145   -8.0012657142E-73    4.3490155676E-75
   -7.1600000000E+00    2.6281617434E+03   -1.4279254532E-72    0.0000000000E+00    2.0389711000-144   -1.4279254532E-72    7.7168413499E-75
   -7.1520000000E+00    2.6164354404E+03   -2.5450091166E-72    0.0000000000E+00    6.4770714035-144   -2.5450091166E-72    1.3674807568E-74
   -7.1440000000E+00    2.6047484215E+03   -4.5301306249E-72    0.0000000000E+00    2.0522083478-143   -4.5301306249E-72    2.4201178770E-74
   -7.1360000000E+00    2.5931005989E+03   -8.0532335249E-72    0.0000000000E+00    6.4854570206-143   -8.0532335249E-72    4.2774610301E-74
   -7.1280000000E+00    2.5814918847E+03   -1.4297781506E-71    0.0000000000E+00    2.0442655600-142   -1.4297781506E-71    7.5504085346E-74
   -7.1200000000E+00    2.5699221914E+03   -2.5351661348E-71    0.0000000000E+00    6.4270673308-142   -2.5351661348E-71    1.3310374944E-73
   -7.1120000000E+00    2.5583914313E+03   -4.4893576915E-71    0.0000000000E+00    2.0154332482-141   -4.4893576915E-71    2.3433986688E-73
   -7.1040000000E+00    2.5468995172E+03   -7.9396730701E-71    0.0000000000E+00    6.3038408460-141   -7.9396730701E-71    4.1203937626E-73
   -7.0960000000E+00    2.5354463615E+03   -1.4023688838E-70    0.0000000000E+00    1.9666384862-140   -1.4023688838E-70    7.2354994994E-73
   -7.0880000000E+00    2.5240318772E+03   -2.4737953035E-70    0.0000000000E+00    6.1196632035-140   -2.4737953035E-70    1.2689256344E-72
   -7.0800000000E+00    2.5126559770E+03   -4.3582055726E-70    0.0000000000E+00    1.8993955813-139   -4.3582055726E-70    2.2225026236E-72
   -7.0720000000E+00    2.5013185738E+03   -7.6682229351E-70    0.0000000000E+00    5.8801642982-139   -7.6682229351E-70    3.8876526388E-72
   -7.0640000000E+00    2.4900195808E+03   -1.3474896175E-69    0.0000000000E+00    1.8157282692-138   -1.3474896175E-69    6.7916029367E-72
   -7.0560000000E+00    2.4787589111E+03   -2.3648326550E-69    0.0000000000E+00    5.5924334861-138   -2.3648326550E-69    1.1849427963E-71
   -7.0480000000E+00    2.4675364779E+03   -4.1449595779E-69    0.0000000000E+00    1.7180689902-137   -4.1449595779E-69    2.0647303836E-71
   -7.0400000000E+00    2.4563521946E+03   -7.2558065609E-69    0.0000000000E+00    5.2646728850-137   -7.2558065609E-69    3.5931122120E-71
   -7.0320000000E+00    2.4452059746E+03   -1.2685196925E-68    0.0000000000E+00    1.6091422103-136   -1.2685196925E-68    6.2448251351E-71
   -7.0240000000E+00    2.4340977314E+03   -2.2149068354E-68    0.0000000000E+00    4.9058122894-136   -2.2149068354E-68    1.0839580016E-70
   -7.0160000000E+00    2.4230273788E+03   -3.8624338658E-68    0.0000000000E+00    1.4918395368-135   -3.8624338658E-68    1.8790913934E-70
   -7.0080000000E+00    2.4119948303E+03   -6.7268942952E-68    0.0000000000E+00    4.5251106859-135   -6.7268942952E-68    3.2533233285E-70
   -7.0000000000E+00    2.4010000000E+03   -1.1700831237E-67    0.0000000000E+00    1.3690945163-134   -1.1700831237E-67    5.6253691822E-70
   -6.9920000000E+00    2.3900428017E+03   -2.0326752717E-67    0.0000000000E+00    4.1317687602-134   -2.0326752717E-67    9.7144879136E-70
   -6.9840000000E+00    2.3791231494E+03   -3.5267045617E-67    0.0000000000E+00    1.2437645066-133   -3.5267045617E-67    1.6754615954E-69
   -6.9760000000E+00    2.3682409573E+03   -6.1111163714E-67    0.0000000000E+00    3.7345743305-133   -6.1111163714E-67    2.8859933585E-69
   -6.9680000000E+00    2.3573961395E+03   -1.0576038863E-66    0.0000000000E+00    1.1185259803-132   -1.0576038863E-66    4.9648149277E-69
   -6.9600000000E+00    2.3465886106E+03   -1.8280040066E-66    0.0000000000E+00    3.3415986481-132   -1.8280040066E-66    8.5301818505E-69
   -6.9520000000E+00    2.3358182847E+03   -3.1556111434E-66    0.0000000000E+00    9.9578816886-132   -3.1556111434E-66    1.4637321323E-68
   -6.9440000000E+00    2.3250850766E+03   -5.4405482050E-66    0.0000000000E+00    2.9599564771-131   -5.4405482050E-66    2.5084971795E-68
   -6.9360000000E+00    2.3143889007E+03   -9.3681815732E-66    0.0000000000E+00    8.7762825988-131   -9.3681815732E-66    4.2935341648E-68
   -6.9280000000E+00    2.3037296719E+03   -1.6110981664E-65    0.0000000000E+00    2.5956373019-130   -1.6110981664E-65    7.3394941201E-68
   -6.9200000000E+00    2.2931073050E+03   -2.7672180737E-65    0.0000000000E+00    7.6574958675-130   -2.7672180737E-65    1.2530483554E-67
   -6.9120000000E+00    2.2825217148E+03   -4.7470090282E-65    0.0000000000E+00    2.2534094714-129   -4.7470090282E-65    2.1365872729E-67
   -6.9040000000E+00    2.2719728163E+03   -8.1330348160E-65    0.0000000000E+00    6.6146255318-129   -8.1330348160E-65    3.6385231959E-67
   -6.8960000000E+00    2.2614605248E+03   -1.3916874744E-64    0.0000000000E+00    1.9367940265-128   -1.3916874744E-64    6.1884511292E-67
   -6.8880000000E+00    2.2509847554E+03   -2.3784166176E-64    0.0000000000E+00    5.6568656070-128   -2.3784166176E-64    1.0512153465E-66
   -6.8800000000E+00    2.2405454234E+03   -4.0596807226E-64    0.0000000000E+00    1.6481007569-127   -4.0596807226E-64    1.7834253299E-66
   -6.8720000000E+00    2.2301424442E+03   -6.9207661829E-64    0.0000000000E+00    4.7897004558-127   -6.9207661829E-64    3.0218456833E-66
   -6.8640000000E+00    2.2197757333E+03   -1.1783530625E-63    0.0000000000E+00    1.3885159399-126   -1.1783530625E-63    5.1138071987E-66
   -6.8560000000E+00    2.2094452064E+03   -2.0038087339E-63    0.0000000000E+00    4.0152494420-126   -2.0038087339E-63    8.6431437507E-66
   -6.8480000000E+00    2.1991507792E+03   -3.4032768525E-63    0.0000000000E+00    1.1582293335-125   -3.4032768525E-63    1.4589991624E-65
   -6.8400000000E+00    2.1888923674E+03   -5.7729672111E-63    0.0000000000E+00    3.3327150421-125   -5.7729672111E-63    2.4597721032E-65
   -6.8320000000E+00    2.1786698869E+03   -9.7805282116E-63    0.0000000000E+00    9.5658732098-125   -9.7805282116E-63    4.1418257711E-65
   -6.8240000000E+00    2.1684832538E+03   -1.6549601843E-62    0.0000000000E+00    2.7388932116-124   -1.6549601843E-62    6.9654071534E-65
   -6.8160000000E+00    2.1583323841E+03   -2.7968902306E-62    0.0000000000E+00    7.8225949622-124   -2.7968902306E-62    1.1699290335E-64
   -6.8080000000E+00    2.1482171941E+03   -4.7209188888E-62    0.0000000000E+00    2.2287075155-123   -4.7209188888E-62    1.9625984964E-64
   -6.8000000000E+00    2.1381376000E+03   -7.9586886003E-62    0.0000000000E+00    6.3340724237-123   -7.9586886003E-62    3.2882356913E-64
   -6.7920000000E+00    2.1280935182E+03   -1.3400498517E-61    0.0000000000E+00    1.7957336051-122   -1.3400498517E-61    5.5024303321E-64
   -6.7840000000E+00    2.1180848653E+03   -2.2535410782E-61    0.0000000000E+00    5.0784473911-122   -2.2535410782E-61    9.1961681734E-64
   -6.7760000000E+00    2.1081115578E+03   -3.7850855200E-61    0.0000000000E+00    1.4326872394-121   -3.7850855200E-61    1.5350431850E-63
   -6.7680000000E+00    2.0981735123E+03   -6.3496855656E-61    0.0000000000E+00    4.0318506782-121   -6.3496855656E-61    2.5591529000E-63
   -6.7600000000E+00    2.0882706458E+03   -1.0638873898E-60    0.0000000000E+00    1.1318563781-120   -1.0638873898E-60    4.2612245047E-63
   -6.7520000000E+00    2.0784028750E+03   -1.7803551017E-60    0.0000000000E+00    3.1696642883-120   -1.7803551017E-60    7.0865645126E-63
   -6.7440000000E+00    2.0685701169E+03   -2.9756767287E-60    0.0000000000E+00    8.8546519936-120   -2.9756767287E-60    1.1770660245E-62
   -6.7360000000E+00    2.0587722887E+03   -4.9674513136E-60    0.0000000000E+00    2.4675572553-119   -4.9674513136E-60    1.9526763003E-62
   -6.7280000000E+00    2.0490093075E+03   -8.2822981021E-60    0.0000000000E+00    6.8596461852-119   -8.2822981021E-60    3.2353751131E-62
   -6.7200000000E+00    2.0392810906E+03   -1.3792343887E-59    0.0000000000E+00    1.9022874990-118   -1.3792343887E-59    5.3540766233E-62
   -6.7120000000E+00    2.0295875553E+03   -2.2940130759E-59    0.0000000000E+00    5.2624959925-118   -2.2940130759E-59    8.8493359436E-62
   -6.7040000000E+00    2.0199286192E+03   -3.8108767810E-59    0.0000000000E+00    1.4522781840-117   -3.8108767810E-59    1.4608429978E-61
   -6.6960000000E+00    2.0103041997E+03   -6.3230372832E-59    0.0000000000E+00    3.9980800484-117   -6.3230372832E-59    2.4085949245E-61
   -6.6880000000E+00    2.0007142147E+03   -1.0478497383E-58    0.0000000000E+00    1.0979890740-116   -1.0478497383E-58    3.9663584086E-61
   -6.6800000000E+00    1.9911585818E+03   -1.7343842434E-58    0.0000000000E+00    3.0080887038-116   -1.7343842434E-58    6.5236208330E-61
   -6.6720000000E+00    1.9816372189E+03   -2.8672481794E-58    0.0000000000E+00    8.2211121220-116   -2.8672481794E-58    1.0716541141E-60
   -6.6640000000E+00    1.9721500439E+03   -4.7343408379E-58    0.0000000000E+00    2.2413983170-115   -4.7343408379E-58    1.7582892922E-60
   -6.6560000000E+00    1.9626969751E+03   -7.8077992315E-58    0.0000000000E+00    6.0961728840-115   -7.8077992315E-58    2.8813525515E-60
   -6.6480000000E+00    1.9532779304E+03   -1.2860955882E-57    0.0000000000E+00    1.6540418619-114   -1.2860955882E-57    4.7159961752E-60
   -6.6400000000E+00    1.9438928282E+03   -2.1158942899E-57    0.0000000000E+00    4.4770086460-114   -2.1158942899E-57    7.7094263761E-60
   -6.6320000000E+00    1.9345415868E+03   -3.4768936318E-57    0.0000000000E+00    1.2088789327-113   -3.4768936318E-57    1.2587598024E-59
   -6.6240000000E+00    1.9252241246E+03   -5.7064520892E-57    0.0000000000E+00    3.2563595446-113   -5.7064520892E-57    2.0527518246E-59
   -6.6160000000E+00    1.9159403604E+03   -9.3544636484E-57    0.0000000000E+00    8.7505990150-113   -9.3544636484E-57    3.3435160400E-59
   -6.6080000000E+00    1.9066902126E+03   -1.5316169588E-56    0.0000000000E+00    2.3458505086-112   -1.5316169588E-56    5.4393168748E-59
   -6.6000000000E+00    1.8974736000E+03   -2.5047282412E-56    0.0000000000E+00    6.2736635622-112   -2.5047282412E-56    8.8381200341E-59
   -6.5920000000E+00    1.8882904415E+03   -4.0912012453E-56    0.0000000000E+00    1.6737927630-111   -4.0912012453E-56    1.4343350782E-58
   -6.5840000000E+00    1.8791406561E+03   -6.6745420023E-56    0.0000000000E+00    4.4549510941-111   -6.6745420023E-56    2.3249688257E-58
   -6.5760000000E+00    1.8700241627E+03   -1.0876097895E-55    0.0000000000E+00    1.1828950543-110   -1.0876097895E-55    3.7640903595E-58
   -6.5680000000E+00    1.8609408806E+03   -1.7701349161E-55    0.0000000000E+00    3.1333776212-110   -1.7701349161E-55    6.0866725816E-58
   -6.5600000000E+00    1.8518907290E+03   -2.8775432865E-55    0.0000000000E+00    8.2802553659-110   -2.8775432865E-55    9.8305413902E-58
   -6.5520000000E+00    1.8428736271E+03   -4.6721869404E-55    0.0000000000E+00    2.1829330806-109   -4.6721869404E-55    1.5858172174E-57
   -6.5440000000E+00    1.8338894945E+03   -7.5770825530E-55    0.0000000000E+00    5.7412180015-109   -7.5770825530E-55    2.5550983415E-57
   -6.5360000000E+00    1.8249382507E+03   -1.2273485160E-54    0.0000000000E+00    1.5063843797-108   -1.2273485160E-54    4.1118902244E-57
   -6.5280000000E+00    1.8160198154E+03   -1.9857221161E-54    0.0000000000E+00    3.9430923225-108   -1.9857221161E-54    6.6092990875E-57
   -6.5200000000E+00    1.8071341082E+03   -3.2088864175E-54    0.0000000000E+00    1.0296952040-107   -3.2088864175E-54    1.0610843328E-56
